split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action,fallback_action,fallback_used,predicted_action_margin,policy_action_score,runner_up_action_score
train,Oracle retrieval action,bm25_keep,PLAIN-3437,Milk Protein vs. Soy Protein,0.13157894736842105,1.0,1.0,0.0,1,5,0.631578947368421,Milk Protein vs. Soy Protein,MED-5155 | MED-2501 | MED-2504 | MED-4289 | MED-2502,MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2517 | MED-2519 | MED-2592 | MED-2593 | MED-2594 | MED-2595 | MED-2596 | MED-2597 | MED-3148 | MED-3149 | MED-3815 | MED-3816 | MED-3817 | MED-3820 | MED-3821 | MED-4261 | MED-4286 | MED-4287 | MED-4288 | MED-4289 | MED-4290 | MED-4291 | MED-4292 | MED-4313 | MED-5155 | MED-5239,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-1912,portobello mushrooms,0.0,0.0,0.0,0.0,1,2,0.0,portobello mushrooms,MED-2418 | MED-4589 | MED-3396 | MED-1602 | MED-3294,MED-4650,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-1912,portobello mushrooms,0.0,0.0,0.0,0.0,1,2,0.0,portobello mushrooms,MED-2418 | MED-4589 | MED-3396 | MED-1602 | MED-3294,MED-4650,,,,,,
train,Dense original,dense_keep,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,,,,,,
train,Dense keyword,dense_keyword,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-1912,portobello mushrooms,0.0,0.0,0.0,0.03,2,2,-0.03,portobello mushrooms,MED-1936 | MED-2418 | MED-2245 | MED-4589 | MED-2507,MED-4650,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-1912,portobello mushrooms,0.0,0.0,0.0,0.03,2,2,-0.03,portobello mushrooms,MED-1936 | MED-2418 | MED-2245 | MED-4589 | MED-2507,MED-4650,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,,,,,,
train,Selective retrieval policy,dense_keep,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,dense_keep,,False,0.0,0.777530233958183,0.777530233958183
train,Confidence-gated retrieval policy,dense_keep,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,dense_keep,dense_keep,True,0.0,0.777530233958183,0.777530233958183
train,Oracle retrieval action,dense_keep,PLAIN-1912,portobello mushrooms,1.0,0.25,0.43067655807339306,0.0,1,2,1.125,portobello mushrooms,MED-1936 | MED-2245 | MED-2507 | MED-4650 | MED-4613,MED-4650,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-1540,lox,0.16666666666666666,1.0,0.3391602052736161,0.0,1,1,0.6666666666666666,lox,MED-2675 | MED-1033 | MED-5045 | MED-1580 | MED-4731,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-1540,lox,0.16666666666666666,1.0,0.3391602052736161,0.0,1,1,0.6666666666666666,lox,MED-2675 | MED-1033 | MED-5045 | MED-1580 | MED-4731,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Dense original,dense_keep,PLAIN-1540,lox,0.0,0.0,0.0,0.0,1,1,0.0,lox,MED-4308 | MED-5045 | MED-2616 | MED-3038 | MED-1033,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Dense keyword,dense_keyword,PLAIN-1540,lox,0.0,0.0,0.0,0.0,1,1,0.0,lox,MED-4308 | MED-5045 | MED-2616 | MED-3038 | MED-1033,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-1540,lox,0.16666666666666666,1.0,0.3391602052736161,0.03,2,1,0.6366666666666666,lox,MED-2675 | MED-4308 | MED-5045 | MED-1033 | MED-2616,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-1540,lox,0.16666666666666666,1.0,0.3391602052736161,0.03,2,1,0.6366666666666666,lox,MED-2675 | MED-4308 | MED-5045 | MED-1033 | MED-2616,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-1540,lox,0.0,0.0,0.0,0.0,1,1,0.0,lox,MED-4308 | MED-5045 | MED-2616 | MED-3038 | MED-1033,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Selective retrieval policy,dense_keep,PLAIN-1540,lox,0.0,0.0,0.0,0.0,1,1,0.0,lox,MED-4308 | MED-5045 | MED-2616 | MED-3038 | MED-1033,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,dense_keep,,False,0.0,0.7754988738158868,0.7754988738158868
train,Confidence-gated retrieval policy,dense_keep,PLAIN-1540,lox,0.0,0.0,0.0,0.0,1,1,0.0,lox,MED-4308 | MED-5045 | MED-2616 | MED-3038 | MED-1033,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,dense_keep,dense_keep,True,0.0,0.7754988738158868,0.7754988738158868
train,Oracle retrieval action,bm25_keep,PLAIN-1540,lox,0.16666666666666666,1.0,0.3391602052736161,0.0,1,1,0.6666666666666666,lox,MED-2675 | MED-1033 | MED-5045 | MED-1580 | MED-4731,MED-2674 | MED-2675 | MED-2676 | MED-2677 | MED-2678 | MED-2679,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,7,0.6851851851851851,The True Shelf Life of Cooking Oils,MED-4303 | MED-5332 | MED-5338 | MED-5323 | MED-5337,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,5,0.6851851851851851,true shelf life cooking oils,MED-4303 | MED-4342 | MED-5334 | MED-5322 | MED-4349,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Dense original,dense_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,7,0.6851851851851851,The True Shelf Life of Cooking Oils,MED-5324 | MED-5329 | MED-5337 | MED-5326 | MED-5340,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Dense keyword,dense_keyword,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,5,0.6851851851851851,true shelf life cooking oils,MED-5324 | MED-5329 | MED-5337 | MED-5326 | MED-5340,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.03,2,7,0.6551851851851851,The True Shelf Life of Cooking Oils,MED-4303 | MED-5324 | MED-5337 | MED-5329 | MED-5332,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.03,2,5,0.6551851851851851,true shelf life cooking oils,MED-4303 | MED-5324 | MED-4342 | MED-5329 | MED-5334,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,7,0.6851851851851851,The True Shelf Life of Cooking Oils,MED-5324 | MED-5329 | MED-5337 | MED-5326 | MED-5340,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Selective retrieval policy,bm25_keyword,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,5,0.6851851851851851,true shelf life cooking oils,MED-4303 | MED-4342 | MED-5334 | MED-5322 | MED-4349,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,bm25_keyword,,False,0.002790219230838109,0.7562523260608165,0.7534621068299784
train,Confidence-gated retrieval policy,dense_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,7,0.6851851851851851,The True Shelf Life of Cooking Oils,MED-5324 | MED-5329 | MED-5337 | MED-5326 | MED-5340,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,bm25_keyword,dense_keep,True,0.002790219230838109,0.7562523260608165,0.7534621068299784
train,Oracle retrieval action,bm25_keep,PLAIN-261,The True Shelf Life of Cooking Oils,0.18518518518518517,1.0,1.0,0.0,1,7,0.6851851851851851,The True Shelf Life of Cooking Oils,MED-4303 | MED-5332 | MED-5338 | MED-5323 | MED-5337,MED-4303 | MED-4324 | MED-4342 | MED-4345 | MED-4346 | MED-4349 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,1.0,0.7039180890341347,0.0,1,2,1.1666666666666665,kangaroo meat,MED-4200 | MED-5035 | MED-4201 | MED-1721 | MED-2514,MED-4200 | MED-4201 | MED-4202,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-1456,kangaroo meat,0.6666666666666666,1.0,0.7039180890341347,0.0,1,2,1.1666666666666665,kangaroo meat,MED-4200 | MED-5035 | MED-4201 | MED-1721 | MED-2514,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Dense original,dense_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,0.25,0.38364913903790027,0.0,1,2,0.7916666666666666,kangaroo meat,MED-5063 | MED-1058 | MED-2448 | MED-4200 | MED-4201,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Dense keyword,dense_keyword,PLAIN-1456,kangaroo meat,0.6666666666666666,0.25,0.38364913903790027,0.0,1,2,0.7916666666666666,kangaroo meat,MED-5063 | MED-1058 | MED-2448 | MED-4200 | MED-4201,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,1.0,0.7039180890341347,0.03,2,2,1.1366666666666665,kangaroo meat,MED-4200 | MED-5063 | MED-4201 | MED-1058 | MED-5035,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-1456,kangaroo meat,0.6666666666666666,1.0,0.7039180890341347,0.03,2,2,1.1366666666666665,kangaroo meat,MED-4200 | MED-5063 | MED-4201 | MED-1058 | MED-5035,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,0.25,0.38364913903790027,0.0,1,2,0.7916666666666666,kangaroo meat,MED-5063 | MED-1058 | MED-2448 | MED-4200 | MED-4201,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Selective retrieval policy,dense_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,0.25,0.38364913903790027,0.0,1,2,0.7916666666666666,kangaroo meat,MED-5063 | MED-1058 | MED-2448 | MED-4200 | MED-4201,MED-4200 | MED-4201 | MED-4202,dense_keep,,False,0.0,0.6535710837013811,0.6535710837013811
train,Confidence-gated retrieval policy,dense_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,0.25,0.38364913903790027,0.0,1,2,0.7916666666666666,kangaroo meat,MED-5063 | MED-1058 | MED-2448 | MED-4200 | MED-4201,MED-4200 | MED-4201 | MED-4202,dense_keep,dense_keep,True,0.0,0.6535710837013811,0.6535710837013811
train,Oracle retrieval action,bm25_keep,PLAIN-1456,kangaroo meat,0.6666666666666666,1.0,0.7039180890341347,0.0,1,2,1.1666666666666665,kangaroo meat,MED-4200 | MED-5035 | MED-4201 | MED-1721 | MED-2514,MED-4200 | MED-4201 | MED-4202,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-2224 | MED-5040 | MED-5148 | MED-2223 | MED-2225,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,4,0.6162790697674418,dark chocolate artery function,MED-2224 | MED-5040 | MED-5148 | MED-2223 | MED-2225,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Dense original,dense_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-5040 | MED-2382 | MED-2371 | MED-2225 | MED-2591,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Dense keyword,dense_keyword,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,4,0.6162790697674418,dark chocolate artery function,MED-5038 | MED-2383 | MED-5149 | MED-2379 | MED-5146,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.03,2,5,0.5862790697674418,Dark Chocolate and Artery Function,MED-5040 | MED-2224 | MED-2382 | MED-2225 | MED-2371,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.03,2,4,0.5862790697674418,dark chocolate artery function,MED-2224 | MED-5038 | MED-2383 | MED-5040 | MED-5148,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-5040 | MED-2382 | MED-2371 | MED-2225 | MED-2591,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Selective retrieval policy,dense_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-5040 | MED-2382 | MED-2371 | MED-2225 | MED-2591,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,dense_keep,,False,0.0,0.7740155484847916,0.7740155484847916
train,Confidence-gated retrieval policy,dense_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-5040 | MED-2382 | MED-2371 | MED-2225 | MED-2591,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,dense_keep,dense_keep,True,0.0,0.7740155484847916,0.7740155484847916
train,Oracle retrieval action,bm25_keep,PLAIN-2581,Dark Chocolate and Artery Function,0.11627906976744186,1.0,1.0,0.0,1,5,0.6162790697674418,Dark Chocolate and Artery Function,MED-2224 | MED-5040 | MED-5148 | MED-2223 | MED-2225,MED-2219 | MED-2220 | MED-2221 | MED-2222 | MED-2223 | MED-2224 | MED-2225 | MED-2226 | MED-2227 | MED-2228 | MED-2370 | MED-2371 | MED-2372 | MED-2376 | MED-2378 | MED-2379 | MED-2380 | MED-2381 | MED-2382 | MED-2383 | MED-2384 | MED-2586 | MED-2587 | MED-2588 | MED-2589 | MED-2590 | MED-2591 | MED-2593 | MED-4324 | MED-4520 | MED-4522 | MED-4782 | MED-4785 | MED-5038 | MED-5039 | MED-5040 | MED-5146 | MED-5147 | MED-5148 | MED-5149 | MED-5150 | MED-5151 | MED-5152,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,10,0.6282051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2527 | MED-4598 | MED-4247 | MED-2763 | MED-5337,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,7,0.6282051282051282,heart doctors favor surgery drugs over diet,MED-2527 | MED-4247 | MED-5337 | MED-4598 | MED-3001,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Dense original,dense_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,10,0.6282051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2763 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
