method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
Selective bandit,entity_expand,5a747a9a55429929fddd8444,"Which composer lived longer, Maurice Ravel or Paul Hindemith?",1.0,0.5,0.6509209298071326,0.08,1,11,1.17,Maurice Ravel Paul Hindemith composer lived longer maurice ravel paul hindemith,Konzertmusik for Brass and String Orchestra | Paul Hindemith | Illustrissimi | Maurice Ravel | Hindemith Prize,Maurice Ravel | Paul Hindemith
Selective bandit,keyword_compress,5ab42b905542992339550040,What kind of music did Firework's artist make before getting into pop?,0.5,0.25,0.2640681225725909,0.0,1,10,0.625,kind music firework s artist make before getting into pop,Feuerwerk (song) | Make Your Own Kind of Music (song) | Shelton Jones | Firework (song) | Lemurian (album),Firework (song) | Katy Perry
Selective bandit,keep,5ac45cfd554299076e296db5,How many years in prison did the Norfolk farmer defended by Anthony Scrivener serve?,1.0,1.0,0.8503449055347546,0.0,1,14,1.5,How many years in prison did the Norfolk farmer defended by Anthony Scrivener serve?,Anthony Scrivener | Juvénal Rugambarara | Boggo Road Gaol | Kenta Matsudaira | Tony Martin (farmer),Anthony Scrivener | Tony Martin (farmer)
Selective bandit,keyword_compress,5a7cf59b55429909bec768c7, Who was born first Burton Cummings or Sharleen Spiteri?,1.0,1.0,1.0,0.0,1,6,1.5,born first burton cummings sharleen spiteri,Burton Cummings | Sharleen Spiteri | It Was You | Sharleen Spiteri discography | The Conversation (Texas album),Burton Cummings | Sharleen Spiteri
Selective bandit,keyword_compress,5ae3d0bb5542990afbd1e1e5,"are Dee Dee Ramone and Alex Band both singers, songwriters and musicians?",0.5,1.0,0.6131471927654584,0.0,1,9,1.0,dee dee ramone alex band both singers songwriters musicians,Alex Band | Youth Gone Mad Featuring Dee Dee Ramone | Animal Boy | Dee Dee Ramone and the Chinese Dragons | The Ramainz,Alex Band | Dee Dee Ramone
Selective bandit,keep,5a8a416955429930ff3c0d2b,"What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?",1.0,1.0,1.0,0.0,1,14,1.5,"What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?",Avengers Assemble (TV series) | Eric Radomski | Counterfeit Cat | Phuuz entertainment | Goalmouth (TV series),Avengers Assemble (TV series) | Eric Radomski
Selective bandit,keep,5a83bfc8554299123d8c21a1,"What is the worth of the logo that appears alongside the ""Just Do It"" slogan?",1.0,1.0,1.0,0.0,1,15,1.5,"What is the worth of the logo that appears alongside the ""Just Do It"" slogan?",Just Do It | Swoosh | Gille Coluim the Marischal | Gregoir of Dunkeld | Abaddon,Just Do It | Swoosh
Selective bandit,keyword_compress,5a7747e15542994aec3b7266,"Which was formed first, the duo Big & Rich or Lonestar?",1.0,0.3333333333333333,0.5437713091520254,0.0,1,6,1.1666666666666667,formed first duo big rich lonestar,Underneath the Same Moon | Live a Little (Big Kenny album) | Lonestar | Rich Rocks | John Rich,John Rich | Lonestar
Selective bandit,entity_expand,5aba926f55429901930fa83e,Which Formula One World Champion had a teammate named Richie Ginther?,0.5,0.5,0.38685280723454163,0.12,1,15,0.63,Which Formula One World Champion Richie Ginther formula one world champion teammate named richie ginther,Richie Ginther | 1962 Italian Grand Prix | 1963 United States Grand Prix | Formula One World Champions | 2006 FIA Formula One World Championship,1962 Italian Grand Prix | Graham Hill
Selective bandit,keyword_compress,5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,0.5,0.25,0.2640681225725909,0.0,1,8,0.625,name executive producer film score composed jerry goldsmith,Legend (film score) | Innerspace | Lionheart (1987 film) | Alien (soundtrack) | Aliens (soundtrack),Alien (film) | Alien (soundtrack)
Selective bandit,keyword_compress,5ac245015542992f1f2b3829,Who was a Christian Evangelist and US prisoner of war survivor that was the basis for a film directed by Angelina Jolie?,1.0,1.0,1.0,0.0,1,11,1.5,christian evangelist us prisoner war survivor basis film directed angelina jolie,Louis Zamperini | Unbroken (film) | Gone in 60 Seconds (1974 film) | In the Land of Blood and Honey | By the Sea (2015 film),Louis Zamperini | Unbroken (film)
Selective bandit,keyword_compress,5abe0e4e55429976d4830a62,Tim O'Kelly was cast in a film because he resembled a killer nicknamed what?,0.5,1.0,0.6131471927654584,0.0,1,9,1.0,tim o kelly cast film because resembled killer nicknamed,Tim O'Kelly | Red Dragon (novel) | Killer: A Journal of Murder (film) | Tim de Zarn | Dead Bang,Charles Whitman | Tim O'Kelly
Selective bandit,keyword_compress,5a760ab65542994ccc918697,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,1.0,1.0,0.8503449055347546,0.0,1,15,1.5,alfred balk served secretary committee employment minority groups news media under united states vice president,Alfred Balk | Gordon Johndroe | Gerald Ford | Cynthia Hogan | Nelson Rockefeller,Alfred Balk | Nelson Rockefeller
Selective bandit,keyword_compress,5ae077735542993d6555eb6d,What type of sprite did Milada Šubrtová portray in Antonín Dvořák's reknowned opera?,1.0,1.0,1.0,0.0,1,12,1.5,type sprite milada ubrtov portray anton n dvo k s reknowned opera,Milada Šubrtová | Rusalka (opera) | Antonín Dvořák Museum | Armida (Dvořák) | Alfred (Dvořák),Milada Šubrtová | Rusalka (opera)
Selective bandit,keyword_compress,5a7e60a855429949594199ae,Christopher Nixon Cox is the son of an American politician who is currently the chairman of what?,1.0,1.0,1.0,0.0,1,8,1.5,christopher nixon cox son american politician currently chairman,Christopher Nixon Cox | Edward F. Cox | Cox Enterprises | Bill Brough | Elliot Richardson,Christopher Nixon Cox | Edward F. Cox
Selective bandit,keyword_compress,5a87954f5542996e4f308856,"Which genus has more species, Bactris and Epigaea?",1.0,1.0,1.0,0.0,1,5,1.5,genus more species bactris epigaea,Epigaea | Bactris,Bactris | Epigaea
Selective bandit,entity_expand,5ac3d667554299076e296ca5,"Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?",1.0,1.0,0.8772153153380493,0.08,1,11,1.42,Switzerland Appenzeller Sennenhund Drentse Patrijshond dog based appenzeller sennenhund drentse patrijshond,Drentse Patrijshond | Entlebucher Mountain Dog | Greater Swiss Mountain Dog | Appenzeller Sennenhund | Bernese Mountain Dog,Appenzeller Sennenhund | Drentse Patrijshond
Selective bandit,keyword_compress,5ac19ff35542991316484b61,"Which was published or broadcast first, The Graveyard Book of Phineas and Ferb?",0.5,0.25,0.2640681225725909,0.0,1,7,0.625,published broadcast first graveyard book phineas ferb,It's About Time! (Phineas and Ferb) | Flop Starz | Phineas and Ferb (video game) | Phineas and Ferb | Neil Gaiman,Phineas and Ferb | The Graveyard Book
Selective bandit,keep,5ab2ce27554299545a2cfa98,The project that Jeder Rappen zählt is inspired by began in what year?,0.5,1.0,0.6131471927654584,0.0,1,13,1.0,The project that Jeder Rappen zählt is inspired by began in what year?,Jeder Rappen zählt | Yaté Dam | The Greenhouse Project | The Ogden | Sega Hard Girls,Jeder Rappen zählt | Serious Request
Selective bandit,keep,5ae1f8235542997f29b3c1cf,"Charles Scribner's Sons publishes the books of what author whose books cover subjects such as the Cold War, mathematics, politics, and economics, and global terrorism?",0.5,1.0,0.6131471927654584,0.0,1,25,1.0,"Charles Scribner's Sons publishes the books of what author whose books cover subjects such as the Cold War, mathematics, politics, and economics, and global terrorism?",Don DeLillo | HP Newquist | International Policy Statement | Scribner's Magazine | The Ice Palace,Charles Scribner's Sons | Don DeLillo
Selective bandit,keep,5ab9e2055542994dbf019884,What kind of group does At the Drive-In and Muse have in common?,0.0,0.0,0.0,0.0,1,13,0.0,What kind of group does At the Drive-In and Muse have in common?,The Loving Kind (Nanci Griffith album) | Uranopolis | Clio | Sixpack Annie | Zesto Drive-In,At the Drive-In | Muse (band)
Selective bandit,keep,5ade90aa554299728e26c733,How does George Abbott's career connect to the drama film Heat Lightning?,1.0,1.0,0.8772153153380493,0.0,1,12,1.5,How does George Abbott's career connect to the drama film Heat Lightning?,Heat Lightning (film) | Broadway (play) | Half Way to Heaven | George Abbott | Secrets of a Secretary,George Abbott | Heat Lightning (film)
Selective bandit,keyword_compress,5a884adb5542996e4f308938,Are Eryngium and Arnebia in the same kingdom of life forms?,1.0,1.0,1.0,0.0,1,6,1.5,eryngium arnebia same kingdom life forms,Arnebia | Eryngium | First Life (TV series) | Extraterrestrial life | Digital ecology,Arnebia | Eryngium
Selective bandit,keep,5adde3a45542997545bbbdc2,Are both Delmer Daves and Jean-Pierre Jeunet film directors?,0.5,1.0,0.6131471927654584,0.0,1,9,1.0,Are both Delmer Daves and Jean-Pierre Jeunet film directors?,Jean-Pierre Jeunet | Les Mistons | Drum Beat | No More Women | Shipmates Forever,Delmer Daves | Jean-Pierre Jeunet
Selective bandit,entity_expand,5abc7bf5554299114383a129,"Between The Goldeneye and Monkey Gland, which cocktail requires more ingredients?",1.0,1.0,1.0,0.08,1,13,1.42,Between The Goldeneye Monkey Gland between goldeneye monkey gland cocktail requires more ingredients,The Goldeneye | Monkey Gland | Monkey gland | Monkey gland sauce | Cocktail,Monkey Gland | The Goldeneye
Selective bandit,keep,5a8f91c755429918e830d26c,What Estonian composer whose music is partly inspired by Gregorian chant set the Latin text of the Magnificat canticle in 1989?,1.0,1.0,1.0,0.0,1,21,1.5,What Estonian composer whose music is partly inspired by Gregorian chant set the Latin text of the Magnificat canticle in 1989?,Magnificat (Pärt) | Arvo Pärt | Meine Seele erhebt den Herren | Semiology (Gregorian Chant) | Tonary,Arvo Pärt | Magnificat (Pärt)
Selective bandit,keyword_compress,5ac3b4e0554299741d48a2ec,Are The Datsuns and The Black Crowes both rock bands?,1.0,0.5,0.6240505200038379,0.0,1,6,1.25,datsuns black crowes both rock bands,Marc Ford | The Datsuns | Trigger Hippy | Warpaint Live | The Black Crowes,The Black Crowes | The Datsuns
Selective bandit,keyword_compress,5a75357c5542996c70cfaeab,"Who was born first, Bobby Keys or Joe Cocker?",1.0,1.0,0.9197207891481876,0.0,1,6,1.5,born first bobby keys joe cocker,Bobby Keys | Jim Price (musician) | Joe Cocker | Joe Cocker! | Woman to Woman (Joe Cocker song),Bobby Keys | Joe Cocker
Selective bandit,keyword_compress,5ab4378f5542991751b4d6f3,"Are both Kaiping and Pingxiang, Guangxi located in Guandong Province?",1.0,0.5,0.6934264036172708,0.0,1,7,1.25,both kaiping pingxiang guangxi located guandong province,"Diaolou | Kaiping | Pingxiang, Guangxi | Hunan–Guangxi Railway | G7211 Nanning–Youyiguan Expressway","Kaiping | Pingxiang, Guangxi"
Selective bandit,keyword_compress,5ae7ed17554299540e5a56a3,Ernest Foot was the best friend of the fighter pilot who had how many victories?,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,ernest foot best friend fighter pilot many victories,Ernest Foot | Egon Mayer | Ilmari Juutilainen | Manfred Meurer | Paul Zorner,Albert Ball | Ernest Foot
Selective bandit,keyword_compress,5ac249bd55429951e9e68528,What flow of goods and services were managed and distributed by General Blood?,0.5,0.3333333333333333,0.3065735963827292,0.0,1,7,0.6666666666666666,flow goods services managed distributed general blood,Bone marrow failure | Social inequality | General Blood | Vascular bypass | Sales taxes in the United States,General Blood | Supply chain management
Selective bandit,keyword_compress,5a7b7ff75542995eb53be93d,"Who was born first, Arthur Conan Doyle or Penelope Lively?",1.0,1.0,1.0,0.0,1,7,1.5,born first arthur conan doyle penelope lively,Penelope Lively | Arthur Conan Doyle | Douglas Ainslie | Adrian Conan Doyle | Dead Man's Land,Arthur Conan Doyle | Penelope Lively
Selective bandit,entity_expand,5a88f7855542993b751ca8da,In what year did a movie that starred both Nicholas Cage and Cher come out? ,0.0,0.0,0.0,0.04,1,11,-0.04,Nicholas Cage Cher year movie starred both nicholas cage come out,Nicholas Mele | Saint Nicholas Day | Fayard Nicholas | Cher filmography | Jimmy Tatro,Moonstruck | Nicolas Cage
Selective bandit,keyword_compress,5ab91ef3554299753720f708,"Gene Sculatti write for CREEM sometime in the 60s or 70s, what famous term did CREEM coin for describing a genre of rock?",0.5,1.0,0.6131471927654584,0.0,1,14,1.0,gene sculatti write creem sometime 60s 70s famous term creem coin describing genre rock,Gene Sculatti | Chorography | American Gold Eagle | White savior | Dave U. Hall,Creem | Gene Sculatti
Selective bandit,keep,5a77388e55429966f1a36cb1,"Which star on the Mexican telenovela ""Amy, la niña de la mochila azul"" is also a singer, model, fashion designer, and recording artist?",1.0,1.0,1.0,0.0,1,23,1.5,"Which star on the Mexican telenovela ""Amy, la niña de la mochila azul"" is also a singer, model, fashion designer, and recording artist?","Amy, la niña de la mochila azul | Danna Paola | La de la Mochila Azul | La niña de la mochila azul | Osvaldo de León","Amy, la niña de la mochila azul | Danna Paola"
Selective bandit,keep,5a7283355542991f9a20c4b1,Who is the grandfather to Frederick II and was the Holy Roman Emperor until death?,1.0,0.5,0.6509209298071326,0.0,1,15,1.25,Who is the grandfather to Frederick II and was the Holy Roman Emperor until death?,"List of Holy Roman Empresses | Karlsschrein | Karl Anselm, 4th Prince of Thurn and Taxis | Frederick I, Holy Roman Emperor | Gerasim Zelić","Frederick I, Holy Roman Emperor | Karlsschrein"
Selective bandit,keep,5a78abbc554299148911f90c,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,0.5,1.0,0.6131471927654584,0.0,1,11,1.0,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,Schreiber Foods | List of newspapers in the Cayman Islands | Port Plaza Mall | The Chronicle (Dominica) | Port Adelaide News,Forbes | Schreiber Foods
Selective bandit,keyword_compress,5a7a455c5542994f819ef1a7,"Who died first, George Archainbaud or Ralph Murphy?",1.0,1.0,0.9197207891481876,0.0,1,6,1.5,died first george archainbaud ralph murphy,Ralph Murphy | Campus Confessions | George Archainbaud | Alias French Gertie | The Big Brain,George Archainbaud | Ralph Murphy
Selective bandit,keep,5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,Which star of A Family Affair was born in September of 1948?,Samuel Hui | Moments in Soul | Everybody Is a Star | Florence Hackett | A Moment,A Family Affair (1984 film) | Samuel Hui
Selective bandit,keep,5abdd8d95542991f6610606a,How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,1.0,1.0,0.8772153153380493,0.0,1,17,1.5,How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,The Simpsons (season 10) | List of Friends characters | Hopeless Pictures | Lard of the Dance | Laura Silverman,Lard of the Dance | The Simpsons (season 10)
Selective bandit,keep,5a83c3275542996488c2e4be,Which rivers have their confluence at the city Shelly Hruska is from?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,Which rivers have their confluence at the city Shelly Hruska is from?,Shelly Hruska | List of rivers of Germany | Karad | Körös | Tirumakudal Narsipur,Shelly Hruska | Winnipeg
Selective bandit,keyword_compress,5a712beb5542994082a3e61c,What Golden Globe Award actor starred in the film Little Fugitive? ,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,golden globe award actor starred film little fugitive,Little Fugitive (2006 film) | Poor Little Rich Girl: The Barbara Hutton Story | Cate Blanchett | Tom Cruise filmography | Nick Nolte,Little Fugitive (2006 film) | Peter Dinklage
Selective bandit,keyword_compress,5a793f505542994bb9456fd1,Who was born first out of Leopold Lummerstorfer and Laurent Touil-Tartour?,1.0,1.0,1.0,0.0,1,8,1.5,born first out leopold lummerstorfer laurent touil tartour,Laurent Touil-Tartour | Leopold Lummerstorfer | Philippe of Belgium | Jean Laurent (footballer) | Wale Adebanwi,Laurent Touil-Tartour | Leopold Lummerstorfer
Selective bandit,entity_expand,5ae7eb3c5542994a481bbe20,The Panel with striding lion  was one of many that lined the way north of the gate to the inner city of what location?,0.5,1.0,0.6131471927654584,0.02,1,14,0.98,The Panel panel striding lion one many lined way north gate inner city location,"Panel with striding lion | Striding Lion | New Town, Tasmania | Remuera | Zhengyangmen",Ishtar Gate | Panel with striding lion
Selective bandit,keyword_compress,5a8809d755429938390d3ed6,"John Robert Marks III, the former Mayor of Tallahassee, Florida was succeeded by an American politician who ecame the youngest person ever elected to what?",1.0,1.0,1.0,0.0,1,16,1.5,john robert marks iii former mayor tallahassee florida succeeded american politician ecame youngest person ever elected,John Marks (mayor) | Andrew Gillum | Malcolm Derk | John C. White | Peter Shapiro (financier),Andrew Gillum | John Marks (mayor)
Selective bandit,keyword_compress,5ae73eca5542991e8301cc37,What other notable role did the star actor from Jeremy perform? ,0.5,0.5,0.38685280723454163,0.0,1,7,0.75,other notable role star actor jeremy perform,Erik Bauersfeld | Jeremy (film) | Michael Louden | Jharana Thapa | The Show Must Go On (play),Jeremy (film) | Robby Benson
Selective bandit,entity_expand,5a7329a15542991f9a20c65f,What record officially started in 1519 in the same state that holds the city Augustus Chapman Allen used his inheritance to fund the founding of?,0.5,1.0,0.6131471927654584,0.06,1,18,0.94,Augustus Chapman Allen record officially started 1519 same state holds city augustus chapman allen used inheritance fund founding,Charlotte Baldwin Allen | Augustus Chapman Allen | Allen's Landing | Wards of Houston | Allen Parkway,Charlotte Baldwin Allen | History of Texas
Selective bandit,keyword_compress,5a7265825542997f827839a3,What Olympic medal did the opponent of Crawford Ashley for the World Boxing Association (WBA) World super middleweight title win in 1984?,1.0,1.0,1.0,0.0,1,15,1.5,olympic medal opponent crawford ashley world boxing association wba world super middleweight title win 1984,Crawford Ashley | Virgil Hill | Justin Juuko | Jermain Mackey | Guy Waters,Crawford Ashley | Virgil Hill
Selective bandit,keyword_compress,5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,0.5,0.25,0.2640681225725909,0.0,1,6,0.625,king started coin production copenhagen born,Yuanyuan Tan | Talking Statues | Julius Middelthun | Royal Mint (Denmark) | Hans Engell,"John, King of Denmark | Royal Mint (Denmark)"
Selective bandit,keyword_compress,5abebb8f5542994516f4540a,Which English singer from the 1960s has an album entitled Dangerous Acquaintances released in 1981?,1.0,1.0,1.0,0.0,1,9,1.5,english singer 1960s album entitled dangerous acquaintances released 1981,Dangerous Acquaintances | Marianne Faithfull | Hungária (band) | Dan le Sac Vs Scroobius Pip | Melissa M,Dangerous Acquaintances | Marianne Faithfull
Selective bandit,entity_expand,5ae70ed7554299572ea546a1,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,1.0,1.0,0.12,1,15,1.38,Victor Varnada Twisted Fortune Eddie Murphy victor varnada directed twisted fortune starred brother eddie murphy,Twisted Fortune | Charlie Murphy | The PJs | Coming to America | Eddie Murphy Raw,Charlie Murphy | Twisted Fortune
Selective bandit,entity_expand,5ae65e6a5542996d980e7b1d,In 1943 designer Robert Lutyens joined to board of a company headquartered in what city?,1.0,1.0,0.9197207891481876,0.04,1,11,1.46,Robert Lutyens 1943 designer robert lutyens joined board company headquartered city,Robert Lutyens | North Eastern Railway War Memorial | Marks &amp; Spencer | Whaletone | Robert Trent Jones Jr.,Marks &amp; Spencer | Robert Lutyens
Selective bandit,keyword_compress,5a7929c8554299029c4b5f11,"Which breed of dog has origins outside of the United States, Old German Shepherd Dog or Black Mouth Cur?",1.0,1.0,1.0,0.0,1,13,1.5,breed dog origins outside united states old german shepherd dog black mouth cur,Black Mouth Cur | Old German Shepherd Dog | Old German herding dogs | United Schutzhund Clubs of America | Berger Blanc Suisse,Black Mouth Cur | Old German Shepherd Dog
Selective bandit,keep,5ab5895f554299637185c5c2,The Schumann–Runge bands are named for at least one German what?,0.5,1.0,0.6131471927654584,0.0,1,11,1.0,The Schumann–Runge bands are named for at least one German what?,Schumann–Runge bands | Robert Schumann in Three Pieces | Runge's theorem | Mollie's Nipple | List of New Zealand national cricket captains,Carl David Tolmé Runge | Schumann–Runge bands
Selective bandit,keyword_compress,5ae532f85542990ba0bbb20a,Who was the gunman of the hostage crisis which Chris Reason was awarded the Graham Perkin Australian Journalist of the Year Award for his coverage of?,1.0,1.0,0.8503449055347546,0.0,1,13,1.5,gunman hostage crisis chris reason awarded graham perkin australian journalist year award coverage,Chris Reason | Graham Perkin Australian Journalist of the Year Award | Les Carlyon | Graham Perkin | 2014 Sydney hostage crisis,2014 Sydney hostage crisis | Chris Reason
Selective bandit,keep,5a84f8555542997175ce1f3a,The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?,1.0,1.0,0.9197207891481876,0.0,1,16,1.5,The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?,Allan McNish | Sébastien Buemi | Toyota TF101 | List of FIA World Endurance champions | Toyota TS030 Hybrid,Allan McNish | Toyota TF101
Selective bandit,keyword_compress,5ae7257a554299572ea54731,"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?",1.0,1.0,1.0,0.0,1,11,1.5,character selina giles play 2005 dystopian political thriller named v vendetta,V for Vendetta (film) | Selina Giles | Never Let Me Go (novel) | Rainbow Eyes | St. Urbain's Horseman (TV series),Selina Giles | V for Vendetta (film)
Selective bandit,keyword_compress,5ae4903855429913cc2044a0,What do Woodstock and American Dream have in common?,1.0,1.0,0.9197207891481876,0.0,1,4,1.5,woodstock american dream common,Woodstock (film) | An American Dream (song) | American Dream (film) | American Dream (LCD Soundsystem album) | Mr. Jones (Mike Jones song),American Dream (film) | Woodstock (film)
Selective bandit,keyword_compress,5ab209ec554299722f9b4ca2,What video game character did the voice actress in the animated film Alpha and Omega voice?,1.0,0.5,0.6240505200038379,0.0,1,10,1.25,video game character voice actress animated film alpha omega voice,Kate Higgins | Alpha and Omega (film series) | Dr. Wily | Omega Quintet | Hayden Panettiere,Alpha and Omega (film series) | Hayden Panettiere
Selective bandit,keyword_compress,5a758ce05542992db947367c,Who is younger Jenny Bae or Lionel Richie ?,0.5,1.0,0.6131471927654584,0.0,1,5,1.0,younger jenny bae lionel richie,Jenny Bae | Lionel Richie (album) | Stuck on You (Lionel Richie song) | Dancing on the Ceiling (Lionel Richie song) | Se La,Jenny Bae | Lionel Richie
Selective bandit,entity_expand,5add98985542990dbb2f7e82,What was the occupation of the man who published an individualist anarchist journal?,0.5,0.5,0.38685280723454163,0.0,1,6,0.75,occupation man published individualist anarchist journal,L'Anarchie | Lucifer the Lightbearer | Joe Peacott | Henry Meulen | Émile Gravelle,Lucifer the Lightbearer | Moses Harman
Selective bandit,keyword_compress,5a82a91155429940e5e1a911,Which documentary film came out first The Last Lions or Prophet's Prey ?,0.5,1.0,0.6131471927654584,0.0,1,10,1.0,documentary film came out first last lions prophet s prey,Prophet's Prey | Melanie Hogan | Eye of the Leopard | Muhammad: Legacy of a Prophet | 2008 Detroit Lions season,Prophet's Prey | The Last Lions
Selective bandit,keyword_compress,5a7b3f4d5542992d025e67bb,"Which songwriting duo composed music for ""La La Land"", and created lyrics for ""A Christmas Story: The Musical""? ",1.0,1.0,1.0,0.0,1,12,1.5,songwriting duo composed music la la land created lyrics christmas story musical,A Christmas Story: The Musical | Pasek and Paul | Audition (The Fools Who Dream) | City of Stars | List of accolades received by La La Land,A Christmas Story: The Musical | Pasek and Paul
Selective bandit,keyword_compress,5ae10df355429920d52342ac,Where was the host of Australia's Got Talent born?,0.5,1.0,0.6131471927654584,0.0,1,6,1.0,host australia s got talent born,Australia's Got Talent (season 8) | Alex Magala | Canada's Got Talent | India's Got Talent | Česko Slovensko má talent,Australia's Got Talent (season 8) | Dave Hughes
Selective bandit,keyword_compress,5a77121a5542994aec3b71db," Which 1970's film was released first, Charley and the Angel or The Boatniks?",1.0,1.0,1.0,0.0,1,8,1.5,1970 s film released first charley angel boatniks,The Boatniks | Charley and the Angel | Kiss an Angel Good Mornin' | Is Anybody Goin' to San Antone | Deewana (1992 film),Charley and the Angel | The Boatniks
Selective bandit,keep,5a90503755429916514e7470,What title did the Queen of the United Kingdom of Great Britain and Ireland give to Jeremiah Meyer?,1.0,1.0,0.9197207891481876,0.0,1,18,1.5,What title did the Queen of the United Kingdom of Great Britain and Ireland give to Jeremiah Meyer?,Jeremiah Meyer | Monarchy of Ireland | Charlotte of Mecklenburg-Strelitz | List of British monarchs | Irish migration to Great Britain,Charlotte of Mecklenburg-Strelitz | Jeremiah Meyer
Selective bandit,keep,5ae81b2755429952e35eaa1e,What Cuban preisdent overthrew Mary Tarrero-Serrano?,0.5,1.0,0.6131471927654584,0.0,1,6,1.0,What Cuban preisdent overthrew Mary Tarrero-Serrano?,"Mary Tarrero-Serrano | Quizás, Quizás, Quizás | Holiday in Havana | Mary McCarthy Gomez Cueto | Adlai E. Stevenson II Farm",Fulgencio Batista | Mary Tarrero-Serrano
Selective bandit,keyword_compress,5adc760c5542994650320d11,who starred in the English-language Danish experimental horror film  which  Lars von Triers received award for ,1.0,1.0,0.9197207891481876,0.0,1,12,1.5,starred english language danish experimental horror film lars von triers received award,Antichrist (film) | Michael Flessas | 63rd Bodil Awards | Epidemic (film) | Truly Human,63rd Bodil Awards | Antichrist (film)
Selective bandit,keyword_compress,5ab85a1155429934fafe6d7c,Are both Rutgers University and Carnegie Mellon University located in America?,1.0,0.5,0.6509209298071326,0.0,1,8,1.25,both rutgers university carnegie mellon university located america,Carnegie Mellon University in Qatar | Rutgers University | David S. Touretzky | Carnegie Mellon University | Jeff Friedman,Carnegie Mellon University | Rutgers University
Selective bandit,keep,5ae67fad5542991bbc976100,"The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo?",1.0,1.0,0.9197207891481876,0.0,1,14,1.5,"The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo?",Mutlu Onaral | Redd | Tom Wolk | Brick Livin' | Craig Morgan,Mutlu Onaral | Tom Wolk
Selective bandit,keyword_compress,5adff4a555429925eb1afb91,"Which airport is closer to the Atlantic ocean: Wilmington International Airport, or Texarkana Regional Airport?",1.0,0.5,0.6934264036172708,0.0,1,10,1.25,airport closer atlantic ocean wilmington international airport texarkana regional airport,GoJet Airlines | Texarkana Regional Airport | Wilmington International Airport | Wilmington Airport (Delaware) | Pensacola International Airport,Texarkana Regional Airport | Wilmington International Airport
Selective bandit,entity_expand,5ac2ed41554299218029db96,"Which genus has more species, Monstera or Cercis?",1.0,0.5,0.6509209298071326,0.0,1,5,1.25,Monstera Cercis genus more species,Cercidiphyllum | Monstera | Rhaphidophora tetrasperma | Cercis,Cercis | Monstera
Selective bandit,keyword_compress,5ae527945542993aec5ec167,The youngest male model ever to participate in Seoul Fashion Week stars with Park Hae-jin and Kang So-ra ina tv series that last aired on what date?,1.0,1.0,1.0,0.0,1,21,1.5,youngest male model ever participate seoul fashion week stars park hae jin kang so ra ina tv series last aired date,"Lee Jong-suk | Doctor Stranger | My Lawyer, Mr. Jo | Hu Bing | Ugly Alert",Doctor Stranger | Lee Jong-suk
Selective bandit,keyword_compress,5a8a40015542996c9b8d5e72,Which television series was part of Cartoon Network's 2017 April Fools' prank and had a song by Justin Roiland played during the third season of the same show?,1.0,1.0,1.0,0.0,1,19,1.5,television series part cartoon network s 2017 april fools prank song justin roiland played during third season same show,Terryfold | Rick and Morty (season 3) | E. E. Bell | The Rickshank Rickdemption | Regular Show (season 3),Rick and Morty (season 3) | Terryfold
Selective bandit,keyword_compress,5a8d64305542994ba4e3dc80,"What Province in Sicily, founded in the eighth century B.C., was the birthplace of the famous historical mathematician Archimedes?",1.0,1.0,1.0,0.0,1,12,1.5,province sicily founded eighth century b c birthplace famous historical mathematician archimedes,"Province of Syracuse | Syracuse, Sicily | Judeo-Hamedani dialect | Trinacria | Excarpsus Cummeani","Province of Syracuse | Syracuse, Sicily"
Selective bandit,keep,5a727a635542994cef4bc2c9,What type of ovulation does the animal formerly known as the pygmy chimpanzee have?,1.0,1.0,0.9197207891481876,0.0,1,14,1.5,What type of ovulation does the animal formerly known as the pygmy chimpanzee have?,Concealed ovulation | Common chimpanzee | Bonobo | Type Museum | Bone-mouth,Bonobo | Concealed ovulation
