dataset,qid,question,selected_action,train_best_action,oracle_action,policy_reward,train_best_reward,oracle_reward,policy_reward_delta_vs_train_best,policy_regret,oracle_margin_vs_train_best,oracle_margin_vs_second_best,candidate_action_reward_spread,oracle_tie_count,beats_train_best,matches_train_best_action,matches_oracle_action
scifact,1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,2,True,False,False
scifact,36,A deficiency of vitamin B12 increases blood levels of homocysteine.,hybrid_keyword,hybrid_keyword,dense_keep,-0.03,-0.03,0.625,0.0,0.655,0.655,0.0,0.655,2,False,True,False
scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,hybrid_keep,hybrid_keyword,dense_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,1.5,2,False,False,False
scifact,386,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,1207,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,hybrid_keyword,hybrid_keyword,bm25_keyword,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.375,3,False,True,False
scifact,1197,The availability of safe places to study is not effective at decreasing homelessness.,dense_keyword,hybrid_keyword,dense_keyword,1.125,-0.03,1.125,1.155,0.0,1.155,0.025,1.155,1,True,False,True
scifact,1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,3,True,False,False
scifact,452,Gene expression does not vary appreciably across genetically identical cells.,dense_keep,hybrid_keyword,bm25_keyword,0.0,-0.03,0.6666666666666666,0.03,0.666666666667,0.696666666667,0.066666666667,0.696666666667,1,True,False,False
scifact,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,hybrid_keyword,hybrid_keyword,bm25_keep,1.095,1.095,1.25,0.0,0.155,0.155,0.0,1.25,2,False,True,False
scifact,230,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1213,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,350,Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,130,Articles published in open access format are more likely to be cited than traditional journals.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,593,Incidence of heart failure decreased by 10% in women since 1979.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,213,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,hybrid_keyword,hybrid_keyword,dense_keep,-0.03,-0.03,1.1,0.0,1.13,1.13,1.1,1.13,1,False,True,False
scifact,589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1194,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,bm25_keep,hybrid_keyword,dense_keep,0.0,1.22,1.5,-1.22,1.5,0.28,0.0,1.5,2,False,False,False
scifact,1,0-dimensional biomaterials show inductive properties.,dense_keep,hybrid_keyword,dense_keep,1.1,-0.03,1.1,1.13,0.0,1.13,1.1,1.13,1,True,False,True
scifact,1146,Teaching hospitals do not provide better care than non-teaching hospitals.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,783,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,bm25_keep,hybrid_keyword,dense_keep,0.0,-0.03,1.1,0.03,1.1,1.13,1.1,1.13,1,True,False,False
scifact,1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,1.5,2,True,False,True
scifact,343,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,hybrid_keep,hybrid_keyword,bm25_keep,0.97,0.6366666666666666,1.25,0.333333333333,0.28,0.613333333333,0.0,0.613333333333,2,True,False,False
scifact,1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.333333333333,2,True,False,True
scifact,415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,1.1,0.0,1.13,1.13,1.1,1.13,1,False,False,False
scifact,914,PPAR-RXRs can be activated by PPAR ligands.,hybrid_keyword,hybrid_keyword,dense_keyword,1.095,1.095,1.1666666666666667,0.0,0.071666666667,0.071666666667,0.041666666667,1.196666666667,1,False,True,False
scifact,837,NR5A2 is important in development of endometrial tissues.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,2,True,False,False
scifact,133,"Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",hybrid_keep,hybrid_keyword,dense_keep,0.87,0.6699999999999999,1.1,0.2,0.23,0.43,0.23,0.8,1,True,False,False
scifact,5,1/2000 in UK have abnormal PrP positivity.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,True,False
scifact,659,Ivermectin is used to treat lymphatic filariasis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,279,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1245,The one-child policy has been successful in lowering population growth.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1336,UCB T cells reduce TCR diversity after transplantation.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1281,The ureABIEFGH gene cluster is induced by nickel (II) ion.,dense_keyword,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,491,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,913,PPAR-RXRs are inhibited by PPAR ligands.,hybrid_keyword,hybrid_keyword,dense_keyword,-0.03,-0.03,1.125,0.0,1.155,1.155,0.025,1.155,1,False,True,False
scifact,716,Low expression of miR7a exerts a biological function in testis.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,525,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,743,Macrolides protect against myocardial infarction.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,1.5,2,True,False,True
scifact,180,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,132,Aspirin inhibits the production of PGE2.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,124,Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,597,Incidence rates of cervical cancer have decreased.,hybrid_keep,hybrid_keyword,dense_keyword,1.1366666666666665,1.47,1.5,-0.333333333333,0.363333333333,0.03,0.03,0.916666666667,1,False,False,False
scifact,847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,439,Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells during zebrafish neuralation,hybrid_keep,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,False,False
scifact,921,Participating in six months of physical activity improves cognitive functioning.,dense_keep,hybrid_keyword,dense_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,2,True,False,True
scifact,832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,527,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.,hybrid_keyword,hybrid_keyword,bm25_keep,1.22,1.22,1.25,0.0,0.03,0.03,0.0,1.25,2,False,True,False
scifact,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,hybrid_keyword,hybrid_keyword,bm25_keep,1.22,1.22,1.25,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,dense_keep,hybrid_keyword,bm25_keep,1.25,1.47,1.5,-0.22,0.25,0.03,0.0,0.25,2,False,False,False
scifact,637,Input from  mental and physical health care professionals is effective at decreasing homelessness.,hybrid_keyword,hybrid_keyword,dense_keyword,1.07,1.07,1.1666666666666667,0.0,0.096666666667,0.096666666667,0.041666666667,1.196666666667,1,False,True,False
scifact,674,LDL cholesterol has no involvement in the development of cardiovascular disease.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,1.5,2,False,True,False
scifact,1226,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,148,Autophagy declines in aged organisms.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,True,False
scifact,298,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,163,Bariatric surgery has a positive impact on mental health.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,False,False
scifact,544,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,hybrid_keep,hybrid_keyword,bm25_keyword,-0.03,-0.03,1.125,0.0,1.155,1.155,1.125,1.155,1,False,False,False
scifact,1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,dense_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,1.125,0.03,1.125,1.155,1.125,1.155,1,True,False,False
scifact,781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,hybrid_keep,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,False,False
scifact,911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,922,Patients in stable partnerships have a faster progression from HIV to AIDS.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,237,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,dense_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,508,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,384,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,bm25_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,50,AIRE is expressed in some skin tumors.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,1196,The availability of safe places to study is effective at decreasing homelessness.,hybrid_keyword,hybrid_keyword,dense_keyword,-0.03,-0.03,1.125,0.0,1.155,1.155,0.025,1.155,1,False,True,False
scifact,70,Activation of PPM1D suppresses p53 function.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,1.5,2,False,True,False
scifact,907,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,388,Ethanol stress decreases the expression of IBP in bacteria.,hybrid_keep,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.333333333333,2,False,False,False
scifact,811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,239,Cellular aging closely links to an older appearance.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,dense_keep,hybrid_keyword,dense_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,1.5,2,True,False,True
scifact,1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,dense_keyword,hybrid_keyword,bm25_keep,1.25,1.1366666666666667,1.25,0.113333333333,0.0,0.113333333333,0.0,0.113333333333,4,True,False,False
scifact,759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,303,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,bm25_keyword,hybrid_keyword,bm25_keep,1.25,1.22,1.25,0.03,0.0,0.03,0.0,1.25,2,True,False,False
scifact,1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,549,IRG1 has antiviral effects against neurotropic viruses.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,dense_keep,hybrid_keyword,bm25_keyword,0.6,-0.03,0.6,0.63,0.0,0.63,0.0,0.63,2,True,False,False
scifact,274,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.375,2,True,False,True
scifact,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",hybrid_keep,hybrid_keyword,dense_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,0.333333333333,2,False,False,False
scifact,208,CHEK2 is not associated with breast cancer.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.333333333333,3,True,False,False
scifact,1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,99,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,True,False
scifact,770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1280,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,823,N348I mutations cause resistance to zidovudine (AZT).,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,300,Cytosolic proteins bind to iron-responsive elements on mRNAs coding for DMT1. Cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake.,bm25_keep,hybrid_keyword,bm25_keyword,1.125,1.095,1.1666666666666667,0.03,0.041666666667,0.071666666667,0.0,0.071666666667,2,True,False,False
scifact,793,Mitochondria are uninvolved in apoptosis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,236,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,436,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,443,GATA-3 is important for hematopoietic stem cell (HSC) function.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,185,Breast cancer development is determined exclusively by genetic factors.,dense_keep,hybrid_keyword,dense_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.333333333333,2,True,False,True
scifact,440,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.,hybrid_keep,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,False,False
scifact,993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,hybrid_keyword,hybrid_keyword,bm25_keyword,1.47,1.47,1.5,0.0,0.03,0.03,0.03,0.363333333333,1,False,True,False
scifact,756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,hybrid_keyword,hybrid_keyword,dense_keep,1.095,1.095,1.25,0.0,0.155,0.155,0.0,1.25,2,False,True,False
scifact,540,Hypothalamic glutamate neurotransmission is crucial to energy balance.,hybrid_keep,hybrid_keyword,dense_keep,0.57,-0.03,0.625,0.6,0.055,0.655,0.0,0.655,2,True,False,False
scifact,1370,Vitamin D deficiency is unrelated to birth weight.,dense_keep,hybrid_keyword,dense_keep,1.1666666666666667,-0.03,1.1666666666666667,1.196666666667,0.0,1.196666666667,0.03,1.196666666667,1,True,False,True
scifact,478,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the adaptive immune response when there are increased levels of Ca2+ in the cytosol.,hybrid_keyword,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,True,False
scifact,128,Arterioles have a larger lumen diameter than venules.,hybrid_keyword,hybrid_keyword,bm25_keep,1.07,1.07,1.1666666666666667,0.0,0.096666666667,0.096666666667,0.0,1.166666666667,2,False,True,False
scifact,1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,bm25_keep,hybrid_keyword,bm25_keep,0.625,-0.03,0.625,0.655,0.0,0.655,0.0,0.655,2,True,False,True
scifact,261,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.625,0.03,0.625,0.655,0.025,0.655,1,True,False,False
scifact,1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,bm25_keep,hybrid_keyword,dense_keyword,1.1666666666666667,1.22,1.5,-0.053333333333,0.333333333333,0.28,0.25,0.363333333333,1,False,False,False
scifact,113,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,338,Dexamethasone decreases risk of postoperative bleeding.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,2,True,False,True
scifact,904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,249,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,hybrid_keep,hybrid_keyword,hybrid_keyword,1.1366666666666667,1.47,1.47,-0.333333333333,0.333333333333,0.0,0.22,0.333333333333,1,False,False,False
scifact,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,dense_keep,hybrid_keyword,dense_keep,1.25,1.1366666666666667,1.25,0.113333333333,0.0,0.113333333333,0.083333333333,0.125,1,True,False,True
scifact,54,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,dense_keep,hybrid_keyword,dense_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,1.5,2,True,False,True
scifact,94,Albendazole is used to treat lymphatic filariasis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,True,False
scifact,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,bm25_keep,hybrid_keyword,bm25_keyword,0.0,-0.03,1.1,0.03,1.1,1.13,1.1,1.13,1,True,False,False
scifact,1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",dense_keep,hybrid_keyword,bm25_keyword,1.1,1.47,1.5,-0.37,0.4,0.03,0.03,0.4,1,False,False,False
scifact,692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,hybrid_keep,hybrid_keyword,bm25_keyword,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,False,False
scifact,839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,dense_keep,hybrid_keyword,bm25_keep,1.25,1.47,1.5,-0.22,0.25,0.03,0.0,0.25,2,False,False,False
scifact,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,hybrid_keyword,hybrid_keyword,dense_keep,1.1366666666666667,1.1366666666666667,1.25,0.0,0.113333333333,0.113333333333,0.0,0.113333333333,2,False,True,False
scifact,183,Bone marrow cells contribute to adult macrophage compartments.,dense_keep,hybrid_keyword,dense_keep,1.25,1.095,1.25,0.155,0.0,0.155,0.0,1.25,2,True,False,True
scifact,880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.333333333333,2,True,False,True
