split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,bm25_keep,5a7a567255429941d65f25bd,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,1.0,1.0,1.0,0.0,1,24,1.5,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,Iqbal F. Qadir | Dwarka | NATO Ouvrage &quot;G&quot; | Mukachevo Radar Station | Radar Station (film),Dwarka | Iqbal F. Qadir
train,BM25 keyword,bm25_keyword,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.0,1,11,1.5,livesey hal war memorial commemorates fallen war over 60 million casualties,World War II casualties | Livesey Hall War Memorial | Rainham War Memorial | Freetown Memorial | Alamein Memorial,Livesey Hall War Memorial | World War II casualties
train,Dense original,dense_keep,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",0.5,1.0,0.6131471927654584,0.0,1,17,1.0,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?","Livesey Hall War Memorial | Rainham War Memorial | Alamein Memorial | Vietnam War Memorial, Hanoi | Freetown Memorial",Livesey Hall War Memorial | World War II casualties
train,Dense keyword,dense_keyword,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",0.5,1.0,0.6131471927654584,0.0,1,11,1.0,livesey hal war memorial commemorates fallen war over 60 million casualties,"Livesey Hall War Memorial | Rainham War Memorial | Vietnam War Memorial, Hanoi | Alamein Memorial | Freetown Memorial",Livesey Hall War Memorial | World War II casualties
train,Hybrid original,hybrid_keep,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.03,2,17,1.47,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",Livesey Hall War Memorial | World War II casualties | Rainham War Memorial | Freetown Memorial | Alamein Memorial,Livesey Hall War Memorial | World War II casualties
train,Hybrid keyword,hybrid_keyword,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.03,2,11,1.47,livesey hal war memorial commemorates fallen war over 60 million casualties,Livesey Hall War Memorial | World War II casualties | Rainham War Memorial | Alamein Memorial | Freetown Memorial,Livesey Hall War Memorial | World War II casualties
train,Train-best retrieval action,hybrid_keyword,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.03,2,11,1.47,livesey hal war memorial commemorates fallen war over 60 million casualties,Livesey Hall War Memorial | World War II casualties | Rainham War Memorial | Alamein Memorial | Freetown Memorial,Livesey Hall War Memorial | World War II casualties
train,Selective retrieval policy,bm25_keep,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.0,1,17,1.5,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II casualties | Livesey Hall War Memorial | Masnières Newfoundland Memorial | Rainham War Memorial | Freetown Memorial,Livesey Hall War Memorial | World War II casualties
train,Oracle retrieval action,bm25_keep,5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",1.0,1.0,1.0,0.0,1,17,1.5,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II casualties | Livesey Hall War Memorial | Masnières Newfoundland Memorial | Rainham War Memorial | Freetown Memorial,Livesey Hall War Memorial | World War II casualties
train,Vanilla BM25,bm25_keep,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,1.0,0.0,1,15,1.5,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",HMAS Narani | Vickers machine gun | M24 Sniper Weapon System | Weapon system | ČZ 2000,HMAS Narani | Vickers machine gun
train,BM25 keyword,bm25_keyword,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,1.0,0.0,1,9,1.5,air cooled version weapon system used hmas narani found,HMAS Narani | Vickers machine gun | M24 Sniper Weapon System | Weapon system | Goalkeeper CIWS,HMAS Narani | Vickers machine gun
train,Dense original,dense_keep,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",0.5,1.0,0.6131471927654584,0.0,1,15,1.0,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",HMAS Narani | Weapon system | SWARM | AK-630 | M24 Sniper Weapon System,HMAS Narani | Vickers machine gun
train,Dense keyword,dense_keyword,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",0.5,1.0,0.6131471927654584,0.0,1,9,1.0,air cooled version weapon system used hmas narani found,HMAS Narani | Weapon system | SWARM | AK-630 | ČZ 2000,HMAS Narani | Vickers machine gun
train,Hybrid original,hybrid_keep,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,0.8772153153380493,0.03,2,15,1.47,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",HMAS Narani | Weapon system | M24 Sniper Weapon System | Vickers machine gun | SWARM,HMAS Narani | Vickers machine gun
train,Hybrid keyword,hybrid_keyword,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,0.9197207891481876,0.03,2,9,1.47,air cooled version weapon system used hmas narani found,HMAS Narani | Weapon system | Vickers machine gun | M24 Sniper Weapon System | SWARM,HMAS Narani | Vickers machine gun
train,Train-best retrieval action,hybrid_keyword,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,0.9197207891481876,0.03,2,9,1.47,air cooled version weapon system used hmas narani found,HMAS Narani | Weapon system | Vickers machine gun | M24 Sniper Weapon System | SWARM,HMAS Narani | Vickers machine gun
train,Selective retrieval policy,bm25_keyword,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,1.0,0.0,1,9,1.5,air cooled version weapon system used hmas narani found,HMAS Narani | Vickers machine gun | M24 Sniper Weapon System | Weapon system | Goalkeeper CIWS,HMAS Narani | Vickers machine gun
train,Oracle retrieval action,bm25_keep,5ab41677554299753aec5a38,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",1.0,1.0,1.0,0.0,1,15,1.5,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",HMAS Narani | Vickers machine gun | M24 Sniper Weapon System | Weapon system | ČZ 2000,HMAS Narani | Vickers machine gun
train,Vanilla BM25,bm25_keep,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.5,0.38685280723454163,0.0,1,16,0.75,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW 303 | BMW X5 (E70) | BMW X5 | BMW N53 | Italian cruiser Bolzano,BMW X5 (E70) | BMW X6
train,BM25 keyword,bm25_keyword,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.5,0.38685280723454163,0.0,1,11,0.75,bmw x5 mid size version produced alongside newer model produced 2009,BMW 303 | BMW X5 (E70) | BMW X5 | Italian cruiser Bolzano | Honda CB125,BMW X5 (E70) | BMW X6
train,Dense original,dense_keep,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.3333333333333333,0.3065735963827292,0.0,1,16,0.6666666666666666,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X5 | BMW X5 (F15) | BMW X5 (E70) | BMW X5 (E53) | BMW X-Coupe,BMW X5 (E70) | BMW X6
train,Dense keyword,dense_keyword,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.3333333333333333,0.3065735963827292,0.0,1,11,0.6666666666666666,bmw x5 mid size version produced alongside newer model produced 2009,BMW X5 | BMW X5 (F15) | BMW X5 (E70) | BMW X5 (E53) | BMW X-Coupe,BMW X5 (E70) | BMW X6
train,Hybrid original,hybrid_keep,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.3333333333333333,0.3065735963827292,0.03,2,16,0.6366666666666666,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X5 | BMW 303 | BMW X5 (E70) | BMW X5 (F15) | BMW N53,BMW X5 (E70) | BMW X6
train,Hybrid keyword,hybrid_keyword,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.3333333333333333,0.3065735963827292,0.03,2,11,0.6366666666666666,bmw x5 mid size version produced alongside newer model produced 2009,BMW X5 | BMW 303 | BMW X5 (E70) | BMW X5 (F15) | BMW X5 (E53),BMW X5 (E70) | BMW X6
train,Train-best retrieval action,hybrid_keyword,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.3333333333333333,0.3065735963827292,0.03,2,11,0.6366666666666666,bmw x5 mid size version produced alongside newer model produced 2009,BMW X5 | BMW 303 | BMW X5 (E70) | BMW X5 (F15) | BMW X5 (E53),BMW X5 (E70) | BMW X6
train,Selective retrieval policy,bm25_keep,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.5,0.38685280723454163,0.0,1,16,0.75,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW 303 | BMW X5 (E70) | BMW X5 | BMW N53 | Italian cruiser Bolzano,BMW X5 (E70) | BMW X6
train,Oracle retrieval action,bm25_keep,5adcf37e5542994ed6169c37,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",0.5,0.5,0.38685280723454163,0.0,1,16,0.75,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW 303 | BMW X5 (E70) | BMW X5 | BMW N53 | Italian cruiser Bolzano,BMW X5 (E70) | BMW X6
train,Vanilla BM25,bm25_keep,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,16,1.5,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,Minersville School District v. Gobitis | Gravel v. United States | Bethel School District v. Fraser | Abington School District v. Schempp | Owasso Independent School District v. Falvo,Gravel v. United States | Minersville School District v. Gobitis
train,BM25 keyword,bm25_keyword,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,12,1.5,minersville school district v gobitis gravel v united states occur same decade,Minersville School District v. Gobitis | Gravel v. United States | Abington School District v. Schempp | Elk Grove Unified School District v. Newdow | Bethel School District v. Fraser,Gravel v. United States | Minersville School District v. Gobitis
train,Dense original,dense_keep,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,16,1.5,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,Minersville School District v. Gobitis | Gravel v. United States | Safford Unified School District v. Redding | Bethel School District v. Fraser | Cedar Rapids Community School Dist. v. Garret F.,Gravel v. United States | Minersville School District v. Gobitis
train,Dense keyword,dense_keyword,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,12,1.5,minersville school district v gobitis gravel v united states occur same decade,Minersville School District v. Gobitis | Gravel v. United States | Safford Unified School District v. Redding | Bethel School District v. Fraser | Cedar Rapids Community School Dist. v. Garret F.,Gravel v. United States | Minersville School District v. Gobitis
train,Hybrid original,hybrid_keep,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.03,2,16,1.47,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,Minersville School District v. Gobitis | Gravel v. United States | Bethel School District v. Fraser | Safford Unified School District v. Redding | Abington School District v. Schempp,Gravel v. United States | Minersville School District v. Gobitis
train,Hybrid keyword,hybrid_keyword,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.03,2,12,1.47,minersville school district v gobitis gravel v united states occur same decade,Minersville School District v. Gobitis | Gravel v. United States | Bethel School District v. Fraser | Abington School District v. Schempp | Safford Unified School District v. Redding,Gravel v. United States | Minersville School District v. Gobitis
train,Train-best retrieval action,hybrid_keyword,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.03,2,12,1.47,minersville school district v gobitis gravel v united states occur same decade,Minersville School District v. Gobitis | Gravel v. United States | Bethel School District v. Fraser | Abington School District v. Schempp | Safford Unified School District v. Redding,Gravel v. United States | Minersville School District v. Gobitis
train,Selective retrieval policy,dense_keyword,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,12,1.5,minersville school district v gobitis gravel v united states occur same decade,Minersville School District v. Gobitis | Gravel v. United States | Safford Unified School District v. Redding | Bethel School District v. Fraser | Cedar Rapids Community School Dist. v. Garret F.,Gravel v. United States | Minersville School District v. Gobitis
train,Oracle retrieval action,bm25_keep,5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,1.0,1.0,1.0,0.0,1,16,1.5,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,Minersville School District v. Gobitis | Gravel v. United States | Bethel School District v. Fraser | Abington School District v. Schempp | Owasso Independent School District v. Falvo,Gravel v. United States | Minersville School District v. Gobitis
train,Vanilla BM25,bm25_keep,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.0,1,27,1.5,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza (series) | Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,BM25 keyword,bm25_keyword,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,0.9197207891481876,0.0,1,19,1.5,yakuza kiwami remake first video game video game series open world action adventure beat em up video game franchise,Yakuza (series) | Yakuza Kiwami 2 | Yakuza Kiwami | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Dense original,dense_keep,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,0.9197207891481876,0.0,1,27,1.5,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza (series) | Yakuza 5 | Double Dragon (video game),Yakuza (series) | Yakuza Kiwami
train,Dense keyword,dense_keyword,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.0,1,19,1.5,yakuza kiwami remake first video game video game series open world action adventure beat em up video game franchise,Yakuza Kiwami | Yakuza (series) | Yakuza Kiwami 2 | Yakuza 5 | Double Dragon (video game),Yakuza (series) | Yakuza Kiwami
train,Hybrid original,hybrid_keep,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.03,2,27,1.47,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza Kiwami | Yakuza (series) | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Hybrid keyword,hybrid_keyword,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.03,2,19,1.47,yakuza kiwami remake first video game video game series open world action adventure beat em up video game franchise,Yakuza (series) | Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Train-best retrieval action,hybrid_keyword,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.03,2,19,1.47,yakuza kiwami remake first video game video game series open world action adventure beat em up video game franchise,Yakuza (series) | Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Selective retrieval policy,bm25_keep,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.0,1,27,1.5,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza (series) | Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Oracle retrieval action,bm25_keep,5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,1.0,1.0,1.0,0.0,1,27,1.5,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza (series) | Yakuza Kiwami | Yakuza Kiwami 2 | Yakuza 5 | Die Hard Arcade,Yakuza (series) | Yakuza Kiwami
train,Vanilla BM25,bm25_keep,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,1.0,0.0,1,12,1.5,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,"Mississippi gubernatorial election, 1919 | Theodore G. Bilbo | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1947 | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,BM25 keyword,bm25_keyword,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,1.0,0.0,1,7,1.5,1919 mississippi gubernatorial election incumbent democrat master,"Mississippi gubernatorial election, 1919 | Theodore G. Bilbo | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1927 | Mississippi gubernatorial election, 1935","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Dense original,dense_keep,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,"Mississippi gubernatorial election, 1919 | Mississippi gubernatorial election, 1939 | Mississippi gubernatorial election, 1931 | Mississippi gubernatorial election, 1947 | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Dense keyword,dense_keyword,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,0.5,1.0,0.6131471927654584,0.0,1,7,1.0,1919 mississippi gubernatorial election incumbent democrat master,"Mississippi gubernatorial election, 1919 | Mississippi gubernatorial election, 1931 | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1939 | Mississippi gubernatorial election, 1923","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Hybrid original,hybrid_keep,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,0.8772153153380493,0.03,2,12,1.47,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,"Mississippi gubernatorial election, 1919 | Mississippi gubernatorial election, 1939 | Mississippi gubernatorial election, 1947 | Theodore G. Bilbo | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Hybrid keyword,hybrid_keyword,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,0.8772153153380493,0.03,2,7,1.47,1919 mississippi gubernatorial election incumbent democrat master,"Mississippi gubernatorial election, 1919 | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1931 | Theodore G. Bilbo | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Train-best retrieval action,hybrid_keyword,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,0.8772153153380493,0.03,2,7,1.47,1919 mississippi gubernatorial election incumbent democrat master,"Mississippi gubernatorial election, 1919 | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1931 | Theodore G. Bilbo | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Selective retrieval policy,bm25_keep,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,1.0,0.0,1,12,1.5,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,"Mississippi gubernatorial election, 1919 | Theodore G. Bilbo | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1947 | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Oracle retrieval action,bm25_keep,5a7d1765554299452d57bade, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,1.0,1.0,1.0,0.0,1,12,1.5,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,"Mississippi gubernatorial election, 1919 | Theodore G. Bilbo | Mississippi gubernatorial election, 1991 | Mississippi gubernatorial election, 1947 | Mississippi gubernatorial election, 1927","Mississippi gubernatorial election, 1919 | Theodore G. Bilbo"
train,Vanilla BM25,bm25_keep,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,0.5,0.6240505200038379,0.0,1,11,1.25,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",Commelinaceae | Heliotropium | Apiaceae | Cirsium | Silphium (genus),Heliotropium | Silphium (genus)
train,BM25 keyword,bm25_keyword,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,0.5,0.6509209298071326,0.0,1,7,1.25,both genera silphium heliotropium genera flowering plants,Commelinaceae | Heliotropium | Apiaceae | Silphium (genus) | Cirsium,Heliotropium | Silphium (genus)
train,Dense original,dense_keep,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,1.0,0.0,1,11,1.5,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",Silphium (genus) | Heliotropium | Casuarinaceae | Cirsium | Apiaceae,Heliotropium | Silphium (genus)
train,Dense keyword,dense_keyword,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,1.0,0.0,1,7,1.5,both genera silphium heliotropium genera flowering plants,Silphium (genus) | Heliotropium | Cirsium | Casuarinaceae | Apiaceae,Heliotropium | Silphium (genus)
train,Hybrid original,hybrid_keep,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,0.9197207891481876,0.03,2,11,1.47,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",Silphium (genus) | Commelinaceae | Heliotropium | Apiaceae | Cirsium,Heliotropium | Silphium (genus)
train,Hybrid keyword,hybrid_keyword,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,0.9197207891481876,0.03,2,7,1.47,both genera silphium heliotropium genera flowering plants,Silphium (genus) | Commelinaceae | Heliotropium | Apiaceae | Cirsium,Heliotropium | Silphium (genus)
train,Train-best retrieval action,hybrid_keyword,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,0.9197207891481876,0.03,2,7,1.47,both genera silphium heliotropium genera flowering plants,Silphium (genus) | Commelinaceae | Heliotropium | Apiaceae | Cirsium,Heliotropium | Silphium (genus)
train,Selective retrieval policy,dense_keep,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,1.0,0.0,1,11,1.5,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",Silphium (genus) | Heliotropium | Casuarinaceae | Cirsium | Apiaceae,Heliotropium | Silphium (genus)
train,Oracle retrieval action,dense_keep,5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",1.0,1.0,1.0,0.0,1,11,1.5,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",Silphium (genus) | Heliotropium | Casuarinaceae | Cirsium | Apiaceae,Heliotropium | Silphium (genus)
train,Vanilla BM25,bm25_keep,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,Mexican Indignados Movement is a response to a war also known as?,Mexican Indignados Movement | 1990–98 Indonesian military operations in Aceh | Plan DN-III-E | War Against War | First Iraqi–Kurdish War,Mexican Drug War | Mexican Indignados Movement
train,BM25 keyword,bm25_keyword,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,0.5,1.0,0.6131471927654584,0.0,1,7,1.0,mexican indignados movement response war also known,Mexican Indignados Movement | 1990–98 Indonesian military operations in Aceh | War Against War | Queen Anne's War | Plan DN-III-E,Mexican Drug War | Mexican Indignados Movement
train,Dense original,dense_keep,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,1.0,1.0,1.0,0.0,1,12,1.5,Mexican Indignados Movement is a response to a war also known as?,Mexican Indignados Movement | Mexican Drug War | Cristero War | Juan Cortina | Plan DN-III-E,Mexican Drug War | Mexican Indignados Movement
train,Dense keyword,dense_keyword,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,1.0,1.0,1.0,0.0,1,7,1.5,mexican indignados movement response war also known,Mexican Indignados Movement | Mexican Drug War | Cristero War | Juan Cortina | Plan DN-III-E,Mexican Drug War | Mexican Indignados Movement
train,Hybrid original,hybrid_keep,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,1.0,1.0,0.8772153153380493,0.03,2,12,1.47,Mexican Indignados Movement is a response to a war also known as?,Mexican Indignados Movement | Plan DN-III-E | 1990–98 Indonesian military operations in Aceh | Mexican Drug War | Cristero War,Mexican Drug War | Mexican Indignados Movement
train,Hybrid keyword,hybrid_keyword,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,1.0,1.0,0.9197207891481876,0.03,2,7,1.47,mexican indignados movement response war also known,Mexican Indignados Movement | 1990–98 Indonesian military operations in Aceh | Mexican Drug War | Plan DN-III-E | Cristero War,Mexican Drug War | Mexican Indignados Movement
train,Train-best retrieval action,hybrid_keyword,5abcf84d55429959677d6b86,Mexican Indignados Movement is a response to a war also known as?,1.0,1.0,0.9197207891481876,0.03,2,7,1.47,mexican indignados movement response war also known,Mexican Indignados Movement | 1990–98 Indonesian military operations in Aceh | Mexican Drug War | Plan DN-III-E | Cristero War,Mexican Drug War | Mexican Indignados Movement
