dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,reader_score,reader_passage_id,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
nq,test,-7008352380240766023,how many episodes of touching evil are there,16,Vanilla BM25,bm25_keep,lexical,"of episodes 16 Production Running time 50 minutes Release Original network ITV Picture format 4 : 3 Original release 29 April 1997 -- 6 June 1999 Touching Evil is a British television drama serial , which began airing in 1997 .",0.6,nq:-7008352380240766023,0.0,0.05405405405405406,1.0,1.0,1.0,1.0,1.5,nq:-7008352380240766023 | nq:5860639113441706536 | nq:5262336130893308488 | nq:-1567826404295558649 | nq:7937545581647887851,nq:-7008352380240766023,0,tiny_realdata_policy_reader_diagnostic
nq,test,2329833534419074937,when does star trek discovery season 1 end,"February 11, 2018",Selective retrieval policy,bm25_keyword,answer_type,Star Trek: Discovery (season 1).,0.8333333333333334,nq:2329833534419074937,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2329833534419074937 | nq:6355352627831482364 | nq:6588008666030402706 | nq:-4989627734855847876 | nq:-836623887470609373,nq:2329833534419074937,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Vanilla BM25,bm25_keep,lexical,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:4296988594167310929 | nq:7413826602347108802 | nq:-7778233237890403173 | nq:6185983988907724243,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Vanilla BM25,bm25_keep,span,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:4296988594167310929 | nq:7413826602347108802 | nq:-7778233237890403173 | nq:6185983988907724243,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Vanilla BM25,bm25_keep,answer_type,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:4296988594167310929 | nq:7413826602347108802 | nq:-7778233237890403173 | nq:6185983988907724243,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Train-best retrieval action,dense_keep,lexical,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:-7778233237890403173,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Train-best retrieval action,dense_keep,span,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:-7778233237890403173,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Train-best retrieval action,dense_keep,answer_type,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:-7778233237890403173,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Selective retrieval policy,dense_keyword,lexical,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:2747919437668471060,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Selective retrieval policy,dense_keyword,span,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:2747919437668471060,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,-2337125086003031897,law & order criminal intent season 8 episode 8,,Selective retrieval policy,dense_keyword,answer_type,Law & Order: Criminal Intent (season 8).,0.8571428571428571,nq:-2337125086003031897,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-2337125086003031897 | nq:7413826602347108802 | nq:-304906180424272250 | nq:-2761330069334402239 | nq:2747919437668471060,nq:-2337125086003031897,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Vanilla BM25,bm25_keep,lexical,"On major routes , such as motorways in the UK , the climbing lane is also referred to as a crawler lane .",0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Vanilla BM25,bm25_keep,span,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Vanilla BM25,bm25_keep,answer_type,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Train-best retrieval action,dense_keep,lexical,"On major routes , such as motorways in the UK , the climbing lane is also referred to as a crawler lane .",0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:-5670136654288025028 | nq:-575282834093664171 | nq:4507451481512224559 | nq:624776933586204232,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Train-best retrieval action,dense_keep,span,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:-5670136654288025028 | nq:-575282834093664171 | nq:4507451481512224559 | nq:624776933586204232,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Train-best retrieval action,dense_keep,answer_type,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:-5670136654288025028 | nq:-575282834093664171 | nq:4507451481512224559 | nq:624776933586204232,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Selective retrieval policy,bm25_keep,lexical,"On major routes , such as motorways in the UK , the climbing lane is also referred to as a crawler lane .",0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Selective retrieval policy,bm25_keep,span,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,2407951674702435272,where would you find a crawler or climbing lane,,Selective retrieval policy,bm25_keep,answer_type,UK,0.5,nq:2407951674702435272,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2407951674702435272 | nq:5372631738578000712 | nq:1161838469357678999 | nq:-1610026924693898649 | nq:-5670136654288025028,nq:2407951674702435272,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Vanilla BM25,bm25_keep,lexical,"Peter John Opio Location Kigali , Rwanda Website http://www.kimuniversity.ac.rw KIM University re-branded ( December 2015 ) from Kigali Institute of Management ( KIM ) formerly International College of Accountancy and Management ( ICAM ) is a private institution of Higher Learning offering post-secondary education and training in Business Management and related disciplines in Rwanda .",1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:275718753854271176 | nq:7947030328438136760 | nq:-8290462455785623591 | nq:-7389783120512214939,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Vanilla BM25,bm25_keep,span,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:275718753854271176 | nq:7947030328438136760 | nq:-8290462455785623591 | nq:-7389783120512214939,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Vanilla BM25,bm25_keep,answer_type,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:275718753854271176 | nq:7947030328438136760 | nq:-8290462455785623591 | nq:-7389783120512214939,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Train-best retrieval action,dense_keep,lexical,"Peter John Opio Location Kigali , Rwanda Website http://www.kimuniversity.ac.rw KIM University re-branded ( December 2015 ) from Kigali Institute of Management ( KIM ) formerly International College of Accountancy and Management ( ICAM ) is a private institution of Higher Learning offering post-secondary education and training in Business Management and related disciplines in Rwanda .",1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Train-best retrieval action,dense_keep,span,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Train-best retrieval action,dense_keep,answer_type,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Selective retrieval policy,dense_keep,lexical,"Peter John Opio Location Kigali , Rwanda Website http://www.kimuniversity.ac.rw KIM University re-branded ( December 2015 ) from Kigali Institute of Management ( KIM ) formerly International College of Accountancy and Management ( ICAM ) is a private institution of Higher Learning offering post-secondary education and training in Business Management and related disciplines in Rwanda .",1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Selective retrieval policy,dense_keep,span,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,-639213658336471682,kim university formerly kigali institute of management (kim),,Selective retrieval policy,dense_keep,answer_type,Peter John Opio Location Kigali,1.0,nq:-639213658336471682,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-639213658336471682 | nq:-5243312822030560557 | nq:275718753854271176 | nq:-8650104853556692961 | nq:-1682616433580627593,nq:-639213658336471682,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Vanilla BM25,bm25_keep,lexical,"Gibbs Coy Gibbs Base Huntersville , North Carolina Series Monster Energy NASCAR Cup Series Xfinity Series ARCA Racing Series Car numbers 02 , 2 , 8 , 11 , 18 , 19 , 20 , 42 , 44 , 48 , 54 , 75 , 80 , 81 Race drivers Monster Energy NASCAR Cup Series : 11 .",0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:2403472152644976805 | nq:-551602452576511763 | nq:-7326729858763272108 | nq:-6591614197125818072,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Vanilla BM25,bm25_keep,span,North Carolina Series Monster Energy NASCAR,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:2403472152644976805 | nq:-551602452576511763 | nq:-7326729858763272108 | nq:-6591614197125818072,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Vanilla BM25,bm25_keep,answer_type,02,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:2403472152644976805 | nq:-551602452576511763 | nq:-7326729858763272108 | nq:-6591614197125818072,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Train-best retrieval action,dense_keep,lexical,"Gibbs Coy Gibbs Base Huntersville , North Carolina Series Monster Energy NASCAR Cup Series Xfinity Series ARCA Racing Series Car numbers 02 , 2 , 8 , 11 , 18 , 19 , 20 , 42 , 44 , 48 , 54 , 75 , 80 , 81 Race drivers Monster Energy NASCAR Cup Series : 11 .",0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Train-best retrieval action,dense_keep,span,North Carolina Series Monster Energy NASCAR,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Train-best retrieval action,dense_keep,answer_type,02,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Selective retrieval policy,dense_keep,lexical,"Gibbs Coy Gibbs Base Huntersville , North Carolina Series Monster Energy NASCAR Cup Series Xfinity Series ARCA Racing Series Car numbers 02 , 2 , 8 , 11 , 18 , 19 , 20 , 42 , 44 , 48 , 54 , 75 , 80 , 81 Race drivers Monster Energy NASCAR Cup Series : 11 .",0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Selective retrieval policy,dense_keep,span,North Carolina Series Monster Energy NASCAR,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,8518872418407042794,who drove the number 18 car in nascar,Kyle Busch,Selective retrieval policy,dense_keep,answer_type,02,0.6,nq:8518872418407042794,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8518872418407042794 | nq:5684766297191349827 | nq:-5727541586597727787 | nq:-927966355158112429 | nq:-3366153456070660329,nq:8518872418407042794,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Vanilla BM25,bm25_keep,lexical,Twelve-step program.,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Vanilla BM25,bm25_keep,span,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Vanilla BM25,bm25_keep,answer_type,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Train-best retrieval action,dense_keep,lexical,Twelve-step program.,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4142183495658071394 | nq:970985133701043298 | nq:-5595608492146677358,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Train-best retrieval action,dense_keep,span,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4142183495658071394 | nq:970985133701043298 | nq:-5595608492146677358,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Train-best retrieval action,dense_keep,answer_type,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4142183495658071394 | nq:970985133701043298 | nq:-5595608492146677358,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Selective retrieval policy,bm25_keep,lexical,Twelve-step program.,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Selective retrieval policy,bm25_keep,span,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,7029908801940506034,what is step 1 of the 12 step program,We admitted we were powerless over alcohol—that our lives had become unmanageable.,Selective retrieval policy,bm25_keep,answer_type,Twelve-step,0.5,nq:7029908801940506034,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:7029908801940506034 | nq:5696680934593979206 | nq:4306749566186588785 | nq:5855711681130036664 | nq:3760975515527240258,nq:7029908801940506034,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Vanilla BM25,bm25_keep,lexical,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Vanilla BM25,bm25_keep,span,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Vanilla BM25,bm25_keep,answer_type,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Train-best retrieval action,dense_keep,lexical,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-7008352380240766023 | nq:-7928209120899654586 | nq:5735400046809227399 | nq:-257901159901288598,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Train-best retrieval action,dense_keep,span,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-7008352380240766023 | nq:-7928209120899654586 | nq:5735400046809227399 | nq:-257901159901288598,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Train-best retrieval action,dense_keep,answer_type,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-7008352380240766023 | nq:-7928209120899654586 | nq:5735400046809227399 | nq:-257901159901288598,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Selective retrieval policy,bm25_keep,lexical,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Selective retrieval policy,bm25_keep,span,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5076821131444764956,what was the girl poisoned with in sixth sense,,Selective retrieval policy,bm25_keep,answer_type,The Sixth Sense.,0.5,nq:5076821131444764956,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5076821131444764956 | nq:-257901159901288598 | nq:-4889375329655173589 | nq:6766518966445775953 | nq:-2336817998219079240,nq:5076821131444764956,0,tiny_realdata_policy_reader_diagnostic
nq,test,5735400046809227399,who was the oldest person on the titanic,,Vanilla BM25,bm25_keep,lexical,"Millvina Dean - wikipedia Millvina Dean Jump to : navigation , search Millvina Dean Millvina Dean signing autographs at the Titanic Convention in Southampton in April 1999 Eliza Gladys Millvina Dean ( 1912 - 02 - 02 ) 2 February 1912 Branscombe , Devon , England 31 May 2009 ( 2009 - 05 - 31 ) ( aged 97 ) Ashurst , Hampshire , England Cause of death Pneumonia Resting place Cremated , ashes scattered in Southampton , Hampshire , UK Occupation civil servant , cartographer Known for Youngest passenger aboard and last remaining survivor of the RMS Titanic Parent ( s ) Bertram Frank Dean Georgette Eva Light Relatives Bertram Vere Dean ( brother ) Eliza Gladys `` Millvina '' Dean ( 2 February 1912 -- 31 May 2009 ) was a British civil servant , cartographer , and the last remaining survivor of the sinking of the RMS Titanic on 15 April 1912 .",0.3333333333333333,nq:5735400046809227399,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5735400046809227399 | nq:-2496943533721790489 | nq:3421591493369976475 | nq:7094316848722601564 | nq:-7875813025670433033,nq:5735400046809227399,0,tiny_realdata_policy_reader_diagnostic
nq,test,5735400046809227399,who was the oldest person on the titanic,,Vanilla BM25,bm25_keep,span,Bertram Frank Dean Georgette Eva Light,0.3333333333333333,nq:5735400046809227399,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5735400046809227399 | nq:-2496943533721790489 | nq:3421591493369976475 | nq:7094316848722601564 | nq:-7875813025670433033,nq:5735400046809227399,0,tiny_realdata_policy_reader_diagnostic
nq,test,5735400046809227399,who was the oldest person on the titanic,,Vanilla BM25,bm25_keep,answer_type,Bertram Frank Dean Georgette Eva Light,0.3333333333333333,nq:5735400046809227399,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5735400046809227399 | nq:-2496943533721790489 | nq:3421591493369976475 | nq:7094316848722601564 | nq:-7875813025670433033,nq:5735400046809227399,0,tiny_realdata_policy_reader_diagnostic
