split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,bm25_keep,8818050291845026380,what does the number at the beginning of sesame street mean,1.0,1.0,1.0,0.0,1,11,1.5,what does the number at the beginning of sesame street mean,nq:8818050291845026380 | nq:-119638173687275454 | nq:-4482979425454794325 | nq:-4153891120088105846 | nq:-7837928303999170875,nq:8818050291845026380
train,Hybrid keyword,hybrid_keyword,-3366153456070660329,host of the late show who was once a correspondent for the daily show,1.0,1.0,1.0,0.03,2,7,1.47,host late show once correspondent daily show,nq:-3366153456070660329 | nq:2051617393389245304 | nq:8174037572148648768 | nq:-1610026924693898649 | nq:-2761330069334402239,nq:-3366153456070660329
train,Train-best retrieval action,dense_keep,-3366153456070660329,host of the late show who was once a correspondent for the daily show,1.0,1.0,1.0,0.0,1,14,1.5,host of the late show who was once a correspondent for the daily show,nq:-3366153456070660329 | nq:-2761330069334402239 | nq:-7928209120899654586 | nq:8174037572148648768 | nq:4296988594167310929,nq:-3366153456070660329
train,Selective retrieval policy,dense_keep,-3366153456070660329,host of the late show who was once a correspondent for the daily show,1.0,1.0,1.0,0.0,1,14,1.5,host of the late show who was once a correspondent for the daily show,nq:-3366153456070660329 | nq:-2761330069334402239 | nq:-7928209120899654586 | nq:8174037572148648768 | nq:4296988594167310929,nq:-3366153456070660329
train,Oracle retrieval action,bm25_keep,-3366153456070660329,host of the late show who was once a correspondent for the daily show,1.0,1.0,1.0,0.0,1,14,1.5,host of the late show who was once a correspondent for the daily show,nq:-3366153456070660329 | nq:-1610026924693898649 | nq:2051617393389245304 | nq:7029908801940506034 | nq:818002923934435137,nq:-3366153456070660329
train,Vanilla BM25,bm25_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,11,1.5,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:-6091423745844088608 | nq:7947030328438136760 | nq:3541178874880593466,nq:3221262508309669486
train,BM25 keyword,bm25_keyword,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,6,1.5,governor general india country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:7851442863470339390 | nq:7947030328438136760 | nq:-6091423745844088608,nq:3221262508309669486
train,Dense original,dense_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,11,1.5,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:4725834485685841519 | nq:629947557016149979 | nq:7947030328438136760 | nq:-4222512069603517522,nq:3221262508309669486
train,Dense keyword,dense_keyword,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,6,1.5,governor general india country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:4725834485685841519 | nq:7947030328438136760 | nq:-4222512069603517522,nq:3221262508309669486
train,Hybrid original,hybrid_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.03,2,11,1.47,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:4725834485685841519 | nq:7947030328438136760 | nq:-6091423745844088608,nq:3221262508309669486
train,Hybrid keyword,hybrid_keyword,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.03,2,6,1.47,governor general india country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:7947030328438136760 | nq:4725834485685841519 | nq:7851442863470339390,nq:3221262508309669486
train,Train-best retrieval action,dense_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,11,1.5,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:4725834485685841519 | nq:629947557016149979 | nq:7947030328438136760 | nq:-4222512069603517522,nq:3221262508309669486
train,Selective retrieval policy,bm25_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,11,1.5,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:-6091423745844088608 | nq:7947030328438136760 | nq:3541178874880593466,nq:3221262508309669486
train,Oracle retrieval action,bm25_keep,3221262508309669486,who was the governor general of india when country became independent,1.0,1.0,1.0,0.0,1,11,1.5,who was the governor general of india when country became independent,nq:3221262508309669486 | nq:629947557016149979 | nq:-6091423745844088608 | nq:7947030328438136760 | nq:3541178874880593466,nq:3221262508309669486
train,Vanilla BM25,bm25_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,16,1.5,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-9199561147097898525 | nq:8214553978288463642 | nq:1645082526444833311,nq:-2515554648017390586
train,BM25 keyword,bm25_keyword,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,10,1.5,terms global business strategy structure franchise company will use policy,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-9199561147097898525 | nq:7242602448090583615 | nq:8214553978288463642,nq:-2515554648017390586
train,Dense original,dense_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,16,1.5,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-7354340617295847475 | nq:-8972183967530424533 | nq:-7350738264545175214 | nq:-2209109666131627285,nq:-2515554648017390586
train,Dense keyword,dense_keyword,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,10,1.5,terms global business strategy structure franchise company will use policy,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-7354340617295847475 | nq:220513479344127178 | nq:-2209109666131627285,nq:-2515554648017390586
train,Hybrid original,hybrid_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.03,2,16,1.47,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-7354340617295847475 | nq:-8972183967530424533 | nq:-9199561147097898525,nq:-2515554648017390586
train,Hybrid keyword,hybrid_keyword,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.03,2,10,1.47,terms global business strategy structure franchise company will use policy,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-7354340617295847475 | nq:-9199561147097898525 | nq:220513479344127178,nq:-2515554648017390586
train,Train-best retrieval action,dense_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,16,1.5,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-7354340617295847475 | nq:-8972183967530424533 | nq:-7350738264545175214 | nq:-2209109666131627285,nq:-2515554648017390586
train,Selective retrieval policy,bm25_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,16,1.5,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-9199561147097898525 | nq:8214553978288463642 | nq:1645082526444833311,nq:-2515554648017390586
train,Oracle retrieval action,bm25_keep,-2515554648017390586,in terms of global business strategy and structure a franchise company will use a policy of,1.0,1.0,1.0,0.0,1,16,1.5,in terms of global business strategy and structure a franchise company will use a policy of,nq:-2515554648017390586 | nq:-4843437099290518220 | nq:-9199561147097898525 | nq:8214553978288463642 | nq:1645082526444833311,nq:-2515554648017390586
train,Vanilla BM25,bm25_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,8,1.5,what is final season of game of thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:-2358564658452709474 | nq:6558406970363500511 | nq:-2337125086003031897,nq:-3088831012491766629
train,BM25 keyword,bm25_keyword,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,4,1.5,final season game thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:-2358564658452709474 | nq:3044095641568178082 | nq:-2337125086003031897,nq:-3088831012491766629
train,Dense original,dense_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,8,1.5,what is final season of game of thrones,nq:-3088831012491766629 | nq:717482371478923270 | nq:8049569980651777380 | nq:2372948205394360366 | nq:-2337125086003031897,nq:-3088831012491766629
train,Dense keyword,dense_keyword,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,4,1.5,final season game thrones,nq:-3088831012491766629 | nq:717482371478923270 | nq:8049569980651777380 | nq:-2337125086003031897 | nq:2372948205394360366,nq:-3088831012491766629
train,Hybrid original,hybrid_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.03,2,8,1.47,what is final season of game of thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:717482371478923270 | nq:-2337125086003031897 | nq:-2358564658452709474,nq:-3088831012491766629
train,Hybrid keyword,hybrid_keyword,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.03,2,4,1.47,final season game thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:717482371478923270 | nq:-2337125086003031897 | nq:-2358564658452709474,nq:-3088831012491766629
train,Train-best retrieval action,dense_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,8,1.5,what is final season of game of thrones,nq:-3088831012491766629 | nq:717482371478923270 | nq:8049569980651777380 | nq:2372948205394360366 | nq:-2337125086003031897,nq:-3088831012491766629
train,Selective retrieval policy,bm25_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,8,1.5,what is final season of game of thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:-2358564658452709474 | nq:6558406970363500511 | nq:-2337125086003031897,nq:-3088831012491766629
train,Oracle retrieval action,bm25_keep,-3088831012491766629,what is final season of game of thrones,1.0,1.0,1.0,0.0,1,8,1.5,what is final season of game of thrones,nq:-3088831012491766629 | nq:8049569980651777380 | nq:-2358564658452709474 | nq:6558406970363500511 | nq:-2337125086003031897,nq:-3088831012491766629
train,Vanilla BM25,bm25_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,9,1.5,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:8159962567410358908 | nq:1196743193353431992 | nq:1404052427196543739 | nq:5735400046809227399,nq:-5765931546365345480
train,BM25 keyword,bm25_keyword,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,6,1.5,kevins family go home alone 2,nq:-5765931546365345480 | nq:8159962567410358908 | nq:5735400046809227399 | nq:1196743193353431992 | nq:-8650104853556692961,nq:-5765931546365345480
train,Dense original,dense_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,9,1.5,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:-4362695987518558696 | nq:7996383088631167889 | nq:6464856066861911944 | nq:-3821358994539922203,nq:-5765931546365345480
train,Dense keyword,dense_keyword,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,6,1.5,kevins family go home alone 2,nq:-5765931546365345480 | nq:-4362695987518558696 | nq:5855711681130036664 | nq:-219343909406145028 | nq:-6374759097952195833,nq:-5765931546365345480
train,Hybrid original,hybrid_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.03,2,9,1.47,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:-4362695987518558696 | nq:8159962567410358908 | nq:1196743193353431992 | nq:7996383088631167889,nq:-5765931546365345480
train,Hybrid keyword,hybrid_keyword,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.03,2,6,1.47,kevins family go home alone 2,nq:-5765931546365345480 | nq:-4362695987518558696 | nq:8159962567410358908 | nq:5735400046809227399 | nq:5855711681130036664,nq:-5765931546365345480
train,Train-best retrieval action,dense_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,9,1.5,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:-4362695987518558696 | nq:7996383088631167889 | nq:6464856066861911944 | nq:-3821358994539922203,nq:-5765931546365345480
train,Selective retrieval policy,bm25_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,9,1.5,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:8159962567410358908 | nq:1196743193353431992 | nq:1404052427196543739 | nq:5735400046809227399,nq:-5765931546365345480
train,Oracle retrieval action,bm25_keep,-5765931546365345480,where does kevins family go in home alone 2,1.0,1.0,1.0,0.0,1,9,1.5,where does kevins family go in home alone 2,nq:-5765931546365345480 | nq:8159962567410358908 | nq:1196743193353431992 | nq:1404052427196543739 | nq:5735400046809227399,nq:-5765931546365345480
train,Vanilla BM25,bm25_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,9,1.5,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:6264871653806230890 | nq:-3821358994539922203 | nq:8213413935253147842 | nq:2236521535238054703,nq:8179898753906755813
train,BM25 keyword,bm25_keyword,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,5,1.5,won oscar best picture 1976,nq:8179898753906755813 | nq:-3821358994539922203 | nq:6264871653806230890 | nq:8213413935253147842 | nq:3028343500075334931,nq:8179898753906755813
train,Dense original,dense_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,9,1.5,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:2941695495318078686 | nq:-7195400924760894316 | nq:6264871653806230890 | nq:-3320617302164503682,nq:8179898753906755813
train,Dense keyword,dense_keyword,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,5,1.5,won oscar best picture 1976,nq:8179898753906755813 | nq:6264871653806230890 | nq:2941695495318078686 | nq:-7195400924760894316 | nq:-4825429046585874047,nq:8179898753906755813
train,Hybrid original,hybrid_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.03,2,9,1.47,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:6264871653806230890 | nq:2941695495318078686 | nq:-3821358994539922203 | nq:-7195400924760894316,nq:8179898753906755813
train,Hybrid keyword,hybrid_keyword,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.03,2,5,1.47,won oscar best picture 1976,nq:8179898753906755813 | nq:6264871653806230890 | nq:-3821358994539922203 | nq:2941695495318078686 | nq:-7195400924760894316,nq:8179898753906755813
train,Train-best retrieval action,dense_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,9,1.5,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:2941695495318078686 | nq:-7195400924760894316 | nq:6264871653806230890 | nq:-3320617302164503682,nq:8179898753906755813
train,Selective retrieval policy,dense_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,9,1.5,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:2941695495318078686 | nq:-7195400924760894316 | nq:6264871653806230890 | nq:-3320617302164503682,nq:8179898753906755813
train,Oracle retrieval action,bm25_keep,8179898753906755813,who won the oscar for best picture in 1976,1.0,1.0,1.0,0.0,1,9,1.5,who won the oscar for best picture in 1976,nq:8179898753906755813 | nq:6264871653806230890 | nq:-3821358994539922203 | nq:8213413935253147842 | nq:2236521535238054703,nq:8179898753906755813
train,Vanilla BM25,bm25_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,10,1.5,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:275718753854271176 | nq:-6831117546976231492 | nq:3421591493369976475 | nq:6744944952490783026,nq:-4843437099290518220
train,BM25 keyword,bm25_keyword,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,4,1.5,constitution concept federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:3421591493369976475 | nq:-4723713582700509339 | nq:1537244195687008584,nq:-4843437099290518220
train,Dense original,dense_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,10,1.5,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:4826133206438959478 | nq:8697610951293426933 | nq:3421591493369976475,nq:-4843437099290518220
train,Dense keyword,dense_keyword,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,4,1.5,constitution concept federalism established,nq:-4843437099290518220 | nq:4826133206438959478 | nq:-6831117546976231492 | nq:8697610951293426933 | nq:2304688238597950338,nq:-4843437099290518220
train,Hybrid original,hybrid_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.03,2,10,1.47,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:275718753854271176 | nq:3421591493369976475 | nq:4826133206438959478,nq:-4843437099290518220
train,Hybrid keyword,hybrid_keyword,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.03,2,4,1.47,constitution concept federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:4826133206438959478 | nq:3421591493369976475 | nq:-4723713582700509339,nq:-4843437099290518220
train,Train-best retrieval action,dense_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,10,1.5,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:4826133206438959478 | nq:8697610951293426933 | nq:3421591493369976475,nq:-4843437099290518220
train,Selective retrieval policy,dense_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,10,1.5,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:-6831117546976231492 | nq:4826133206438959478 | nq:8697610951293426933 | nq:3421591493369976475,nq:-4843437099290518220
train,Oracle retrieval action,bm25_keep,-4843437099290518220,where in the constitution is the concept of federalism established,1.0,1.0,1.0,0.0,1,10,1.5,where in the constitution is the concept of federalism established,nq:-4843437099290518220 | nq:275718753854271176 | nq:-6831117546976231492 | nq:3421591493369976475 | nq:6744944952490783026,nq:-4843437099290518220
train,Vanilla BM25,bm25_keep,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,8,1.5,when is the next episode of flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:-1567826404295558649 | nq:-8362897406923373409 | nq:-4752044886865067782,nq:7413826602347108802
train,BM25 keyword,bm25_keyword,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,4,1.5,next episode flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:7524133268429333037 | nq:1518079107090038152 | nq:-4222512069603517522,nq:7413826602347108802
train,Dense original,dense_keep,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,8,1.5,when is the next episode of flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:5860639113441706536 | nq:7524133268429333037 | nq:-2376809818428293301,nq:7413826602347108802
train,Dense keyword,dense_keyword,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,4,1.5,next episode flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:5860639113441706536 | nq:-2376809818428293301 | nq:7524133268429333037,nq:7413826602347108802
train,Hybrid original,hybrid_keep,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.03,2,8,1.47,when is the next episode of flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:-1567826404295558649 | nq:5860639113441706536 | nq:-8362897406923373409,nq:7413826602347108802
train,Hybrid keyword,hybrid_keyword,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.03,2,4,1.47,next episode flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:7524133268429333037 | nq:5860639113441706536 | nq:-2376809818428293301,nq:7413826602347108802
train,Train-best retrieval action,dense_keep,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,8,1.5,when is the next episode of flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:5860639113441706536 | nq:7524133268429333037 | nq:-2376809818428293301,nq:7413826602347108802
train,Selective retrieval policy,bm25_keyword,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,4,1.5,next episode flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:7524133268429333037 | nq:1518079107090038152 | nq:-4222512069603517522,nq:7413826602347108802
train,Oracle retrieval action,bm25_keep,7413826602347108802,when is the next episode of flash airing,1.0,1.0,1.0,0.0,1,8,1.5,when is the next episode of flash airing,nq:7413826602347108802 | nq:-836623887470609373 | nq:-1567826404295558649 | nq:-8362897406923373409 | nq:-4752044886865067782,nq:7413826602347108802
train,Vanilla BM25,bm25_keep,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,10,1.5,negotiable instrument act 1881 promissory notes bills of exchange cheques,nq:8667652422710117272 | nq:-5601413985616628576 | nq:3878205697753989105 | nq:2795459746948664513 | nq:-1718174406566070967,nq:8667652422710117272
train,BM25 keyword,bm25_keyword,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,9,1.5,negotiable instrument act 1881 promissory notes bills exchange cheques,nq:8667652422710117272 | nq:-5601413985616628576 | nq:3878205697753989105 | nq:2795459746948664513 | nq:2471210292422908873,nq:8667652422710117272
train,Dense original,dense_keep,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,10,1.5,negotiable instrument act 1881 promissory notes bills of exchange cheques,nq:8667652422710117272 | nq:5333763788551342660 | nq:3878205697753989105 | nq:6249949001034298351 | nq:-1567826404295558649,nq:8667652422710117272
train,Dense keyword,dense_keyword,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,9,1.5,negotiable instrument act 1881 promissory notes bills exchange cheques,nq:8667652422710117272 | nq:5333763788551342660 | nq:-6076914609231121943 | nq:6249949001034298351 | nq:3878205697753989105,nq:8667652422710117272
train,Hybrid original,hybrid_keep,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.03,2,10,1.47,negotiable instrument act 1881 promissory notes bills of exchange cheques,nq:8667652422710117272 | nq:3878205697753989105 | nq:-5601413985616628576 | nq:5333763788551342660 | nq:2795459746948664513,nq:8667652422710117272
train,Hybrid keyword,hybrid_keyword,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.03,2,9,1.47,negotiable instrument act 1881 promissory notes bills exchange cheques,nq:8667652422710117272 | nq:3878205697753989105 | nq:-5601413985616628576 | nq:5333763788551342660 | nq:-6076914609231121943,nq:8667652422710117272
train,Train-best retrieval action,dense_keep,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,10,1.5,negotiable instrument act 1881 promissory notes bills of exchange cheques,nq:8667652422710117272 | nq:5333763788551342660 | nq:3878205697753989105 | nq:6249949001034298351 | nq:-1567826404295558649,nq:8667652422710117272
train,Selective retrieval policy,dense_keyword,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,9,1.5,negotiable instrument act 1881 promissory notes bills exchange cheques,nq:8667652422710117272 | nq:5333763788551342660 | nq:-6076914609231121943 | nq:6249949001034298351 | nq:3878205697753989105,nq:8667652422710117272
train,Oracle retrieval action,bm25_keep,8667652422710117272,negotiable instrument act 1881 promissory notes bills of exchange cheques,1.0,1.0,1.0,0.0,1,10,1.5,negotiable instrument act 1881 promissory notes bills of exchange cheques,nq:8667652422710117272 | nq:-5601413985616628576 | nq:3878205697753989105 | nq:2795459746948664513 | nq:-1718174406566070967,nq:8667652422710117272
train,Vanilla BM25,bm25_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,7,1.5,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:-7657379080399040683 | nq:-119638173687275454 | nq:4484181007703059448 | nq:-551602452576511763,nq:-5525046227808782882
train,BM25 keyword,bm25_keyword,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,4,1.5,drove 9 nascar 2017,nq:-5525046227808782882 | nq:-119638173687275454 | nq:-7657379080399040683 | nq:-2337125086003031897 | nq:-4723713582700509339,nq:-5525046227808782882
train,Dense original,dense_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,7,1.5,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:6565178863987366953 | nq:1002962494655967639 | nq:-8488338195071516656 | nq:624776933586204232,nq:-5525046227808782882
train,Dense keyword,dense_keyword,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,4,1.5,drove 9 nascar 2017,nq:-5525046227808782882 | nq:624776933586204232 | nq:1002962494655967639 | nq:-4461484002255201500 | nq:6565178863987366953,nq:-5525046227808782882
train,Hybrid original,hybrid_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.03,2,7,1.47,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:-7657379080399040683 | nq:6565178863987366953 | nq:-119638173687275454 | nq:1002962494655967639,nq:-5525046227808782882
train,Hybrid keyword,hybrid_keyword,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.03,2,4,1.47,drove 9 nascar 2017,nq:-5525046227808782882 | nq:-119638173687275454 | nq:624776933586204232 | nq:-7657379080399040683 | nq:1002962494655967639,nq:-5525046227808782882
train,Train-best retrieval action,dense_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,7,1.5,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:6565178863987366953 | nq:1002962494655967639 | nq:-8488338195071516656 | nq:624776933586204232,nq:-5525046227808782882
train,Selective retrieval policy,dense_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,7,1.5,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:6565178863987366953 | nq:1002962494655967639 | nq:-8488338195071516656 | nq:624776933586204232,nq:-5525046227808782882
train,Oracle retrieval action,bm25_keep,-5525046227808782882,who drove #9 in nascar in 2017,1.0,1.0,1.0,0.0,1,7,1.5,who drove #9 in nascar in 2017,nq:-5525046227808782882 | nq:-7657379080399040683 | nq:-119638173687275454 | nq:4484181007703059448 | nq:-551602452576511763,nq:-5525046227808782882
train,Vanilla BM25,bm25_keep,2324745743680584211,where are the coastal plains of india situated,1.0,1.0,1.0,0.0,1,8,1.5,where are the coastal plains of india situated,nq:2324745743680584211 | nq:3221262508309669486 | nq:8667652422710117272 | nq:512270438779129035 | nq:4259863793651737582,nq:2324745743680584211
train,BM25 keyword,bm25_keyword,2324745743680584211,where are the coastal plains of india situated,1.0,1.0,1.0,0.0,1,4,1.5,coastal plains india situated,nq:2324745743680584211 | nq:3221262508309669486 | nq:8667652422710117272 | nq:-1591045039186403819 | nq:4259863793651737582,nq:2324745743680584211
train,Dense original,dense_keep,2324745743680584211,where are the coastal plains of india situated,1.0,1.0,1.0,0.0,1,8,1.5,where are the coastal plains of india situated,nq:2324745743680584211 | nq:647659679149316553 | nq:-575282834093664171 | nq:3221262508309669486 | nq:-1591045039186403819,nq:2324745743680584211
train,Dense keyword,dense_keyword,2324745743680584211,where are the coastal plains of india situated,1.0,1.0,1.0,0.0,1,4,1.5,coastal plains india situated,nq:2324745743680584211 | nq:647659679149316553 | nq:-575282834093664171 | nq:3221262508309669486 | nq:-1591045039186403819,nq:2324745743680584211
