dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
hotpot,test,5a88bd1d554299206df2b357,"When did the character on Grey's Anatomy, played by the same actor who portrayed Rev James Lawson in ""Lee Daniel's The Butler"", debut?","season six, episode 5, ""Invasion""",Selective retrieval policy,bm25_keyword,gemini,"season six, episode 5, ""Invasion",1.0,1.0,1.0,1.0,1.0,1.0,1.5,Jesse Williams (actor) | Jackson Avery | James Lapslie | The Plants | Peter Lawson (cricketer),Jackson Avery | Jesse Williams (actor),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7652785542992db9473760,"Which of the following is known for his work ""Good Bye Lenin!"" in 2003: Vladimir Danilevich or Wolfgang Becker?",Wolfgang Becker,Vanilla BM25,bm25_keep,gemini,Wolfgang Becker,1.0,1.0,0.5,1.0,0.6131471927654584,1.0,1.0,"Wolfgang Becker | Good Bye, Lenin! | Good Bye Natsuo | Vaniusha and The Giant | Vaniusha and The Space Pirate",Vladimir Danilevich | Wolfgang Becker,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7652785542992db9473760,"Which of the following is known for his work ""Good Bye Lenin!"" in 2003: Vladimir Danilevich or Wolfgang Becker?",Wolfgang Becker,Train-best retrieval action,hybrid_keyword,gemini,Wolfgang Becker,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,1.47,"Wolfgang Becker | Good Bye, Lenin! | Good Bye Lenin! (soundtrack) | Vladimir Danilevich | Tabarly (soundtrack)",Vladimir Danilevich | Wolfgang Becker,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7652785542992db9473760,"Which of the following is known for his work ""Good Bye Lenin!"" in 2003: Vladimir Danilevich or Wolfgang Becker?",Wolfgang Becker,Selective retrieval policy,bm25_keyword,gemini,Wolfgang Becker,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.5,"Wolfgang Becker | Good Bye, Lenin! | Vladimir Danilevich | Good Bye Lenin! (soundtrack) | Tabarly (soundtrack)",Vladimir Danilevich | Wolfgang Becker,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Vanilla BM25,bm25_keep,gemini,Teen Titans and the spin-off series Teen Titans Go,0.0,0.5454545454545454,1.0,0.5,0.6934264036172708,1.0,1.25,List of Teen Titans Go! episodes | Teen Titans Go! (TV series) | Tara Strong | Tara Strong filmography | Teen Titans: Trouble in Tokyo,Tara Strong | Teen Titans Go! (TV series),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Train-best retrieval action,hybrid_keyword,gemini,Raven,0.0,0.0,1.0,0.5,0.6509209298071326,2.0,1.22,Tara Strong filmography | Teen Titans Go! (TV series) | List of Teen Titans Go! episodes | Tara Strong | List of Teen Titans episodes,Tara Strong | Teen Titans Go! (TV series),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Selective retrieval policy,bm25_keep,gemini,Teen Titans and the spin-off series Teen Titans Go,0.0,0.5454545454545454,1.0,0.5,0.6934264036172708,1.0,1.25,List of Teen Titans Go! episodes | Teen Titans Go! (TV series) | Tara Strong | Tara Strong filmography | Teen Titans: Trouble in Tokyo,Tara Strong | Teen Titans Go! (TV series),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab42f3c55429942dd415ebc,What is the translation of the name of the river on which Widnes is located ?,boundary river,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Lac qui Parle River | Cuerdley railway station | Deschutes River (Washington) | Runcorn | Catalyst Science Discovery Centre,Listed buildings in Widnes | River Mersey,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab42f3c55429942dd415ebc,What is the translation of the name of the river on which Widnes is located ?,boundary river,Train-best retrieval action,hybrid_keyword,gemini,boundary river,1.0,1.0,1.0,0.5,0.6509209298071326,2.0,1.22,Deschutes River (Washington) | Listed buildings in Widnes | Lac qui Parle River | River Mersey | Silver Jubilee Bridge,Listed buildings in Widnes | River Mersey,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab42f3c55429942dd415ebc,What is the translation of the name of the river on which Widnes is located ?,boundary river,Selective retrieval policy,hybrid_keep,gemini,boundary river,1.0,1.0,1.0,0.5,0.6240505200038379,2.0,1.22,Lac qui Parle River | River Mersey | Deschutes River (Washington) | Cuerdley railway station | Listed buildings in Widnes,Listed buildings in Widnes | River Mersey,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a828c3355429940e5e1a8f0,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",Naruto Uzumaki,Vanilla BM25,bm25_keep,gemini,Naruto Uzumaki,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Kung Fu Magoo | Maile Flanagan | Local Kung Fu | The Incredible Kung Fu Master | Local Kung Fu 2,Kung Fu Magoo | Maile Flanagan,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a828c3355429940e5e1a8f0,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",Naruto Uzumaki,Train-best retrieval action,hybrid_keyword,gemini,Naruto Uzumaki,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,1.47,Kung Fu Magoo | Kung Fu Man (film) | Maile Flanagan | The Incredible Kung Fu Master | Kung Fu Panda,Kung Fu Magoo | Maile Flanagan,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a828c3355429940e5e1a8f0,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",Naruto Uzumaki,Selective retrieval policy,bm25_keep,gemini,Naruto Uzumaki,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Kung Fu Magoo | Maile Flanagan | Local Kung Fu | The Incredible Kung Fu Master | Local Kung Fu 2,Kung Fu Magoo | Maile Flanagan,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5abf1a6b5542997ec76fd3c1,From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?,Phoenician alphabet,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,Ilysiakos B.C. | Q with stroke | Izhitsa | Ṭe | Zazaki alphabet,Greek alphabet | Ilysiakos B.C.,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5abf1a6b5542997ec76fd3c1,From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?,Phoenician alphabet,Train-best retrieval action,hybrid_keyword,gemini,Phoenician alphabet,1.0,1.0,1.0,1.0,0.8503449055347546,2.0,1.47,Ilysiakos B.C. | Izhitsa | Finnish orthography | Molodtsov alphabet | Greek alphabet,Greek alphabet | Ilysiakos B.C.,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5abf1a6b5542997ec76fd3c1,From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?,Phoenician alphabet,Selective retrieval policy,dense_keep,gemini,Phoenician alphabet,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Ilysiakos B.C. | Greek alphabet | Molodtsov alphabet | Izhitsa | Finnish orthography,Greek alphabet | Ilysiakos B.C.,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Vanilla BM25,bm25_keep,gemini,University of Kansas,1.0,1.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Train-best retrieval action,hybrid_keyword,gemini,University of Kansas,1.0,1.0,0.5,0.2,0.2371977127692962,2.0,0.57,Ben Simmons | 1973 NBA draft | 1976 NBA draft | 2016–17 Philadelphia 76ers season | Joel Embiid,2015–16 Philadelphia 76ers season | Joel Embiid,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Selective retrieval policy,bm25_keep,gemini,University of Kansas,1.0,1.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Vanilla BM25,bm25_keep,gemini,Elbow,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Train-best retrieval action,hybrid_keyword,gemini,Elbow,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,1.47,Joe Duddell | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album) | Zak Starkey,Elbow (band) | Joe Duddell,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Selective retrieval policy,bm25_keep,gemini,Elbow,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Vanilla BM25,bm25_keep,gemini,"1,289,500",1.0,1.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Train-best retrieval action,hybrid_keyword,gemini,"1,289,500 (as of 2008)",0.0,0.4,1.0,1.0,1.0,2.0,1.47,Hong Kong Museum of Coastal Defence | Hong Kong Island | A Kung Ngam | Hong Kong Museum of Education | 32nd Army Corps (Ukraine),Hong Kong Island | Hong Kong Museum of Coastal Defence,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Selective retrieval policy,bm25_keep,gemini,"1,289,500",1.0,1.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Vanilla BM25,bm25_keep,gemini,Spyker F1,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Train-best retrieval action,hybrid_keyword,gemini,Spyker F1,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Colin Kolles | Spyker F1 | ByKolles Racing | Midland F1 Racing | Frédéric Vasseur,Colin Kolles | Spyker F1,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Selective retrieval policy,bm25_keep,gemini,Spyker F1,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,api_pilot_policy_routed_gemini_reader
