split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,keep,8818050291845026380,what does the number at the beginning of sesame street mean,1.0,1.0,1.0,0.0,1,11,1.5,what does the number at the beginning of sesame street mean,nq:8818050291845026380 | nq:-119638173687275454 | nq:-4482979425454794325 | nq:-4153891120088105846 | nq:-7837928303999170875,nq:8818050291845026380
train,Train-best fixed rewrite,keyword_compress,-4187551720360968088,who has the most podium finishes in australia,0.0,0.0,0.0,0.0,1,4,0.0,most podium finishes australia,nq:4791954452980353113 | nq:-5670136654288025028 | nq:4296988594167310929 | nq:-2566265789668921137 | nq:-8201769409989966317,nq:-4187551720360968088
train,Selective bandit,keyword_compress,-4187551720360968088,who has the most podium finishes in australia,0.0,0.0,0.0,0.0,1,4,0.0,most podium finishes australia,nq:4791954452980353113 | nq:-5670136654288025028 | nq:4296988594167310929 | nq:-2566265789668921137 | nq:-8201769409989966317,nq:-4187551720360968088
train,Oracle best action,keep,-4187551720360968088,who has the most podium finishes in australia,0.0,0.0,0.0,0.0,1,8,0.0,who has the most podium finishes in australia,nq:-5670136654288025028 | nq:-8201769409989966317 | nq:6554684808053745285 | nq:6249949001034298351 | nq:-2566265789668921137,nq:-4187551720360968088
train,Vanilla BM25,keep,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,8,1.5,where did the name kaiser permanente come from,nq:3929376598998928646 | nq:2236521535238054703 | nq:-4355417178001938677 | nq:-5852144795663739569 | nq:-546696194238868913,nq:3929376598998928646
train,Rewrite-all keyword,keyword_compress,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,4,1.5,name kaiser permanente come,nq:3929376598998928646 | nq:-4355417178001938677 | nq:-7344445742524899311 | nq:-337261340919997771 | nq:481461689673789519,nq:3929376598998928646
train,Rewrite-all entity expansion,entity_expand,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,4,1.5,name kaiser permanente come,nq:3929376598998928646 | nq:-4355417178001938677 | nq:-7344445742524899311 | nq:-337261340919997771 | nq:481461689673789519,nq:3929376598998928646
train,Train-best fixed rewrite,keyword_compress,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,4,1.5,name kaiser permanente come,nq:3929376598998928646 | nq:-4355417178001938677 | nq:-7344445742524899311 | nq:-337261340919997771 | nq:481461689673789519,nq:3929376598998928646
train,Selective bandit,keep,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,8,1.5,where did the name kaiser permanente come from,nq:3929376598998928646 | nq:2236521535238054703 | nq:-4355417178001938677 | nq:-5852144795663739569 | nq:-546696194238868913,nq:3929376598998928646
train,Oracle best action,keep,3929376598998928646,where did the name kaiser permanente come from,1.0,1.0,1.0,0.0,1,8,1.5,where did the name kaiser permanente come from,nq:3929376598998928646 | nq:2236521535238054703 | nq:-4355417178001938677 | nq:-5852144795663739569 | nq:-546696194238868913,nq:3929376598998928646
train,Vanilla BM25,keep,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,10,1.5,what nfl team is robert griffin the third playing for,nq:-5073140698639294679 | nq:810060125994185205 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712,nq:-5073140698639294679
train,Rewrite-all keyword,keyword_compress,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,6,1.5,nfl team robert griffin third playing,nq:-5073140698639294679 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712 | nq:810060125994185205,nq:-5073140698639294679
train,Rewrite-all entity expansion,entity_expand,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,6,1.5,nfl team robert griffin third playing,nq:-5073140698639294679 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712 | nq:810060125994185205,nq:-5073140698639294679
train,Train-best fixed rewrite,keyword_compress,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,6,1.5,nfl team robert griffin third playing,nq:-5073140698639294679 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712 | nq:810060125994185205,nq:-5073140698639294679
train,Selective bandit,keep,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,10,1.5,what nfl team is robert griffin the third playing for,nq:-5073140698639294679 | nq:810060125994185205 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712,nq:-5073140698639294679
train,Oracle best action,keep,-5073140698639294679,what nfl team is robert griffin the third playing for,1.0,1.0,1.0,0.0,1,10,1.5,what nfl team is robert griffin the third playing for,nq:-5073140698639294679 | nq:810060125994185205 | nq:8213413935253147842 | nq:2620904320274887581 | nq:5372631738578000712,nq:-5073140698639294679
train,Vanilla BM25,keep,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,12,1.5,who is the original singer of just when i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:275718753854271176 | nq:-7008368888638493698 | nq:5933037193128057305,nq:306074923032581824
train,Rewrite-all keyword,keyword_compress,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,7,1.5,original singer just i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:5933037193128057305 | nq:3248410603422198181 | nq:-7542049149965399830,nq:306074923032581824
train,Rewrite-all entity expansion,entity_expand,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,7,1.5,original singer just i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:5933037193128057305 | nq:3248410603422198181 | nq:-7542049149965399830,nq:306074923032581824
train,Train-best fixed rewrite,keyword_compress,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,7,1.5,original singer just i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:5933037193128057305 | nq:3248410603422198181 | nq:-7542049149965399830,nq:306074923032581824
train,Selective bandit,keep,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,12,1.5,who is the original singer of just when i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:275718753854271176 | nq:-7008368888638493698 | nq:5933037193128057305,nq:306074923032581824
train,Oracle best action,keep,306074923032581824,who is the original singer of just when i needed you most,1.0,1.0,1.0,0.0,1,12,1.5,who is the original singer of just when i needed you most,nq:306074923032581824 | nq:-4361905639006205432 | nq:275718753854271176 | nq:-7008368888638493698 | nq:5933037193128057305,nq:306074923032581824
train,Vanilla BM25,keep,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,how many co2 molecules are produced in aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:-836623887470609373 | nq:6034599695278533930 | nq:5262336130893308488,nq:-7232598118423691501
train,Rewrite-all keyword,keyword_compress,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,6,1.25,many co2 molecules produced aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:6034599695278533930 | nq:-836623887470609373 | nq:-8632838885510071147,nq:-7232598118423691501
train,Rewrite-all entity expansion,entity_expand,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,6,1.25,many co2 molecules produced aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:6034599695278533930 | nq:-836623887470609373 | nq:-8632838885510071147,nq:-7232598118423691501
train,Train-best fixed rewrite,keyword_compress,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,6,1.25,many co2 molecules produced aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:6034599695278533930 | nq:-836623887470609373 | nq:-8632838885510071147,nq:-7232598118423691501
train,Selective bandit,keep,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,how many co2 molecules are produced in aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:-836623887470609373 | nq:6034599695278533930 | nq:5262336130893308488,nq:-7232598118423691501
train,Oracle best action,keep,-7232598118423691501,how many co2 molecules are produced in aerobic respiration,1.0,0.5,0.6309297535714575,0.0,1,9,1.25,how many co2 molecules are produced in aerobic respiration,nq:9206631954896801929 | nq:-7232598118423691501 | nq:-836623887470609373 | nq:6034599695278533930 | nq:5262336130893308488,nq:-7232598118423691501
train,Vanilla BM25,keep,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,8,1.5,when is the next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:7691004684523216707 | nq:4259863793651737582 | nq:-836623887470609373,nq:8851020722386421469
train,Rewrite-all keyword,keyword_compress,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,5,1.5,next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:6736169725031951744 | nq:3371658713053301705 | nq:4249992635992704034,nq:8851020722386421469
train,Rewrite-all entity expansion,entity_expand,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,5,1.5,next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:6736169725031951744 | nq:3371658713053301705 | nq:4249992635992704034,nq:8851020722386421469
train,Train-best fixed rewrite,keyword_compress,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,5,1.5,next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:6736169725031951744 | nq:3371658713053301705 | nq:4249992635992704034,nq:8851020722386421469
train,Selective bandit,keep,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,8,1.5,when is the next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:7691004684523216707 | nq:4259863793651737582 | nq:-836623887470609373,nq:8851020722386421469
train,Oracle best action,keep,8851020722386421469,when is the next deadpool movie being released,1.0,1.0,1.0,0.0,1,8,1.5,when is the next deadpool movie being released,nq:8851020722386421469 | nq:3304109522826147685 | nq:7691004684523216707 | nq:4259863793651737582 | nq:-836623887470609373,nq:8851020722386421469
train,Vanilla BM25,keep,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,8,1.5,who was elected the president of constituent assembly,nq:8214553978288463642 | nq:6264871653806230890 | nq:6411869062288298020 | nq:-7922986359496496224 | nq:-7052052953885262396,nq:8214553978288463642
train,Rewrite-all keyword,keyword_compress,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,4,1.5,elected president constituent assembly,nq:8214553978288463642 | nq:6411869062288298020 | nq:-7052052953885262396 | nq:-7922986359496496224 | nq:970985133701043298,nq:8214553978288463642
train,Rewrite-all entity expansion,entity_expand,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,4,1.5,elected president constituent assembly,nq:8214553978288463642 | nq:6411869062288298020 | nq:-7052052953885262396 | nq:-7922986359496496224 | nq:970985133701043298,nq:8214553978288463642
train,Train-best fixed rewrite,keyword_compress,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,4,1.5,elected president constituent assembly,nq:8214553978288463642 | nq:6411869062288298020 | nq:-7052052953885262396 | nq:-7922986359496496224 | nq:970985133701043298,nq:8214553978288463642
train,Selective bandit,keep,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,8,1.5,who was elected the president of constituent assembly,nq:8214553978288463642 | nq:6264871653806230890 | nq:6411869062288298020 | nq:-7922986359496496224 | nq:-7052052953885262396,nq:8214553978288463642
train,Oracle best action,keep,8214553978288463642,who was elected the president of constituent assembly,1.0,1.0,1.0,0.0,1,8,1.5,who was elected the president of constituent assembly,nq:8214553978288463642 | nq:6264871653806230890 | nq:6411869062288298020 | nq:-7922986359496496224 | nq:-7052052953885262396,nq:8214553978288463642
train,Vanilla BM25,keep,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,9,1.5,where was the original flight of the phoenix filmed,nq:-1561741427210997791 | nq:275718753854271176 | nq:-5727541586597727787 | nq:-1535821556179322605 | nq:6277705479500881118,nq:-1561741427210997791
train,Rewrite-all keyword,keyword_compress,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,4,1.5,original flight phoenix filmed,nq:-1561741427210997791 | nq:8703310985700123593 | nq:-5727541586597727787 | nq:-3001662032923593229 | nq:6471679536081978392,nq:-1561741427210997791
train,Rewrite-all entity expansion,entity_expand,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,4,1.5,original flight phoenix filmed,nq:-1561741427210997791 | nq:8703310985700123593 | nq:-5727541586597727787 | nq:-3001662032923593229 | nq:6471679536081978392,nq:-1561741427210997791
train,Train-best fixed rewrite,keyword_compress,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,4,1.5,original flight phoenix filmed,nq:-1561741427210997791 | nq:8703310985700123593 | nq:-5727541586597727787 | nq:-3001662032923593229 | nq:6471679536081978392,nq:-1561741427210997791
train,Selective bandit,keep,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,9,1.5,where was the original flight of the phoenix filmed,nq:-1561741427210997791 | nq:275718753854271176 | nq:-5727541586597727787 | nq:-1535821556179322605 | nq:6277705479500881118,nq:-1561741427210997791
train,Oracle best action,keep,-1561741427210997791,where was the original flight of the phoenix filmed,1.0,1.0,1.0,0.0,1,9,1.5,where was the original flight of the phoenix filmed,nq:-1561741427210997791 | nq:275718753854271176 | nq:-5727541586597727787 | nq:-1535821556179322605 | nq:6277705479500881118,nq:-1561741427210997791
train,Vanilla BM25,keep,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,16,1.5,the principle of meritocracy has been a key value in u.s. society for centuries. true false,nq:-8713431644569888719 | nq:1541249210482822392 | nq:6541210892050765537 | nq:-4825429046585874047 | nq:-4843437099290518220,nq:-8713431644569888719
train,Rewrite-all keyword,keyword_compress,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,11,1.5,principle meritocracy been key value u s society centuries true false,nq:-8713431644569888719 | nq:-4843437099290518220 | nq:6541210892050765537 | nq:1541249210482822392 | nq:4826133206438959478,nq:-8713431644569888719
train,Rewrite-all entity expansion,entity_expand,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,11,1.5,principle meritocracy been key value u s society centuries true false,nq:-8713431644569888719 | nq:-4843437099290518220 | nq:6541210892050765537 | nq:1541249210482822392 | nq:4826133206438959478,nq:-8713431644569888719
train,Train-best fixed rewrite,keyword_compress,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,11,1.5,principle meritocracy been key value u s society centuries true false,nq:-8713431644569888719 | nq:-4843437099290518220 | nq:6541210892050765537 | nq:1541249210482822392 | nq:4826133206438959478,nq:-8713431644569888719
train,Selective bandit,keyword_compress,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,11,1.5,principle meritocracy been key value u s society centuries true false,nq:-8713431644569888719 | nq:-4843437099290518220 | nq:6541210892050765537 | nq:1541249210482822392 | nq:4826133206438959478,nq:-8713431644569888719
train,Oracle best action,keep,-8713431644569888719,the principle of meritocracy has been a key value in u.s. society for centuries. true false,1.0,1.0,1.0,0.0,1,16,1.5,the principle of meritocracy has been a key value in u.s. society for centuries. true false,nq:-8713431644569888719 | nq:1541249210482822392 | nq:6541210892050765537 | nq:-4825429046585874047 | nq:-4843437099290518220,nq:-8713431644569888719
train,Vanilla BM25,keep,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,8,0.0,where have the good guys gone to hideaway,nq:-1535821556179322605 | nq:-3716243111645718342 | nq:955374967862684316 | nq:-3993323316008389285 | nq:7413826602347108802,nq:-836623887470609373
train,Rewrite-all keyword,keyword_compress,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,4,0.0,good guys gone hideaway,nq:-3993323316008389285 | nq:-1296711237300054493 | nq:-1773607187248198254 | nq:-7350738264545175214 | nq:7029908801940506034,nq:-836623887470609373
train,Rewrite-all entity expansion,entity_expand,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,4,0.0,good guys gone hideaway,nq:-3993323316008389285 | nq:-1296711237300054493 | nq:-1773607187248198254 | nq:-7350738264545175214 | nq:7029908801940506034,nq:-836623887470609373
train,Train-best fixed rewrite,keyword_compress,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,4,0.0,good guys gone hideaway,nq:-3993323316008389285 | nq:-1296711237300054493 | nq:-1773607187248198254 | nq:-7350738264545175214 | nq:7029908801940506034,nq:-836623887470609373
train,Selective bandit,keyword_compress,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,4,0.0,good guys gone hideaway,nq:-3993323316008389285 | nq:-1296711237300054493 | nq:-1773607187248198254 | nq:-7350738264545175214 | nq:7029908801940506034,nq:-836623887470609373
train,Oracle best action,keep,-836623887470609373,where have the good guys gone to hideaway,0.0,0.0,0.0,0.0,1,8,0.0,where have the good guys gone to hideaway,nq:-1535821556179322605 | nq:-3716243111645718342 | nq:955374967862684316 | nq:-3993323316008389285 | nq:7413826602347108802,nq:-836623887470609373
train,Vanilla BM25,keep,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,9,1.5,which is the first private medical college in kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:-7232598118423691501 | nq:8667652422710117272 | nq:-232899194860976791,nq:6406868378537066919
train,Rewrite-all keyword,keyword_compress,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,5,1.5,first private medical college kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:3221262508309669486 | nq:3470213507052116668 | nq:-1640714294501064196,nq:6406868378537066919
train,Rewrite-all entity expansion,entity_expand,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,5,1.5,first private medical college kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:3221262508309669486 | nq:3470213507052116668 | nq:-1640714294501064196,nq:6406868378537066919
train,Train-best fixed rewrite,keyword_compress,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,5,1.5,first private medical college kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:3221262508309669486 | nq:3470213507052116668 | nq:-1640714294501064196,nq:6406868378537066919
train,Selective bandit,keep,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,9,1.5,which is the first private medical college in kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:-7232598118423691501 | nq:8667652422710117272 | nq:-232899194860976791,nq:6406868378537066919
train,Oracle best action,keep,6406868378537066919,which is the first private medical college in kerala,1.0,1.0,1.0,0.0,1,9,1.5,which is the first private medical college in kerala,nq:6406868378537066919 | nq:3161776598162050484 | nq:-7232598118423691501 | nq:8667652422710117272 | nq:-232899194860976791,nq:6406868378537066919
train,Vanilla BM25,keep,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,11,1.5,who was the first to say i'm going to disney world,nq:810060125994185205 | nq:-219343909406145028 | nq:5076821131444764956 | nq:6277705479500881118 | nq:9182862907236363242,nq:810060125994185205
train,Rewrite-all keyword,keyword_compress,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,7,1.5,first say i m going disney world,nq:810060125994185205 | nq:6277705479500881118 | nq:9182862907236363242 | nq:5014034923974543089 | nq:-51011525148659082,nq:810060125994185205
train,Rewrite-all entity expansion,entity_expand,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,7,1.5,first say i m going disney world,nq:810060125994185205 | nq:6277705479500881118 | nq:9182862907236363242 | nq:5014034923974543089 | nq:-51011525148659082,nq:810060125994185205
train,Train-best fixed rewrite,keyword_compress,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,7,1.5,first say i m going disney world,nq:810060125994185205 | nq:6277705479500881118 | nq:9182862907236363242 | nq:5014034923974543089 | nq:-51011525148659082,nq:810060125994185205
train,Selective bandit,keep,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,11,1.5,who was the first to say i'm going to disney world,nq:810060125994185205 | nq:-219343909406145028 | nq:5076821131444764956 | nq:6277705479500881118 | nq:9182862907236363242,nq:810060125994185205
train,Oracle best action,keep,810060125994185205,who was the first to say i'm going to disney world,1.0,1.0,1.0,0.0,1,11,1.5,who was the first to say i'm going to disney world,nq:810060125994185205 | nq:-219343909406145028 | nq:5076821131444764956 | nq:6277705479500881118 | nq:9182862907236363242,nq:810060125994185205
train,Vanilla BM25,keep,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,8,1.5,who was toot toot in the green mile,nq:-429491976516694064 | nq:2161753529169331826 | nq:-3366153456070660329 | nq:3541178874880593466 | nq:2466911194726715273,nq:-429491976516694064
train,Rewrite-all keyword,keyword_compress,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,4,1.5,toot toot green mile,nq:-429491976516694064 | nq:-3366153456070660329 | nq:-7792939356078893716 | nq:-7837928303999170875 | nq:3147312731957254507,nq:-429491976516694064
train,Rewrite-all entity expansion,entity_expand,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,3,1.5,toot green mile,nq:-429491976516694064 | nq:-3366153456070660329 | nq:-7792939356078893716 | nq:-7837928303999170875 | nq:3147312731957254507,nq:-429491976516694064
train,Train-best fixed rewrite,keyword_compress,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,4,1.5,toot toot green mile,nq:-429491976516694064 | nq:-3366153456070660329 | nq:-7792939356078893716 | nq:-7837928303999170875 | nq:3147312731957254507,nq:-429491976516694064
train,Selective bandit,keep,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,8,1.5,who was toot toot in the green mile,nq:-429491976516694064 | nq:2161753529169331826 | nq:-3366153456070660329 | nq:3541178874880593466 | nq:2466911194726715273,nq:-429491976516694064
train,Oracle best action,keep,-429491976516694064,who was toot toot in the green mile,1.0,1.0,1.0,0.0,1,8,1.5,who was toot toot in the green mile,nq:-429491976516694064 | nq:2161753529169331826 | nq:-3366153456070660329 | nq:3541178874880593466 | nq:2466911194726715273,nq:-429491976516694064
train,Vanilla BM25,keep,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,11,1.5,what is the name of the under butler in downton abbey,nq:512270438779129035 | nq:5696680934593979206 | nq:5062184728482203596 | nq:-4752044886865067782 | nq:-6112660378083609841,nq:512270438779129035
train,Rewrite-all keyword,keyword_compress,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,5,1.5,name under butler downton abbey,nq:512270438779129035 | nq:-6112660378083609841 | nq:5696680934593979206 | nq:-4752044886865067782 | nq:-1718174406566070967,nq:512270438779129035
train,Rewrite-all entity expansion,entity_expand,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,5,1.5,name under butler downton abbey,nq:512270438779129035 | nq:-6112660378083609841 | nq:5696680934593979206 | nq:-4752044886865067782 | nq:-1718174406566070967,nq:512270438779129035
train,Train-best fixed rewrite,keyword_compress,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,5,1.5,name under butler downton abbey,nq:512270438779129035 | nq:-6112660378083609841 | nq:5696680934593979206 | nq:-4752044886865067782 | nq:-1718174406566070967,nq:512270438779129035
train,Selective bandit,keep,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,11,1.5,what is the name of the under butler in downton abbey,nq:512270438779129035 | nq:5696680934593979206 | nq:5062184728482203596 | nq:-4752044886865067782 | nq:-6112660378083609841,nq:512270438779129035
train,Oracle best action,keep,512270438779129035,what is the name of the under butler in downton abbey,1.0,1.0,1.0,0.0,1,11,1.5,what is the name of the under butler in downton abbey,nq:512270438779129035 | nq:5696680934593979206 | nq:5062184728482203596 | nq:-4752044886865067782 | nq:-6112660378083609841,nq:512270438779129035
train,Vanilla BM25,keep,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,8,1.5,orange is the new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:5860639113441706536 | nq:-1851146794181763603,nq:-304906180424272250
train,Rewrite-all keyword,keyword_compress,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,6,1.5,orange new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:-8494466275231295992 | nq:-1851146794181763603,nq:-304906180424272250
train,Rewrite-all entity expansion,entity_expand,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,6,1.5,orange new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:-8494466275231295992 | nq:-1851146794181763603,nq:-304906180424272250
train,Train-best fixed rewrite,keyword_compress,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,6,1.5,orange new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:-8494466275231295992 | nq:-1851146794181763603,nq:-304906180424272250
train,Selective bandit,keep,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,8,1.5,orange is the new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:5860639113441706536 | nq:-1851146794181763603,nq:-304906180424272250
train,Oracle best action,keep,-304906180424272250,orange is the new black female guard actress,1.0,1.0,1.0,0.0,1,8,1.5,orange is the new black female guard actress,nq:-304906180424272250 | nq:-2388570044858923128 | nq:5684766297191349827 | nq:5860639113441706536 | nq:-1851146794181763603,nq:-304906180424272250
train,Vanilla BM25,keep,5860639113441706536,when does the new episode of criminal minds air,1.0,1.0,1.0,0.0,1,9,1.5,when does the new episode of criminal minds air,nq:5860639113441706536 | nq:935418947813312284 | nq:7647339054759303922 | nq:5758694170037504500 | nq:7714886640662001831,nq:5860639113441706536
train,Rewrite-all keyword,keyword_compress,5860639113441706536,when does the new episode of criminal minds air,1.0,1.0,1.0,0.0,1,5,1.5,new episode criminal minds air,nq:5860639113441706536 | nq:935418947813312284 | nq:-5765931546365345480 | nq:-1582234629547061501 | nq:-4316845615436935736,nq:5860639113441706536
train,Rewrite-all entity expansion,entity_expand,5860639113441706536,when does the new episode of criminal minds air,1.0,1.0,1.0,0.0,1,5,1.5,new episode criminal minds air,nq:5860639113441706536 | nq:935418947813312284 | nq:-5765931546365345480 | nq:-1582234629547061501 | nq:-4316845615436935736,nq:5860639113441706536
train,Train-best fixed rewrite,keyword_compress,5860639113441706536,when does the new episode of criminal minds air,1.0,1.0,1.0,0.0,1,5,1.5,new episode criminal minds air,nq:5860639113441706536 | nq:935418947813312284 | nq:-5765931546365345480 | nq:-1582234629547061501 | nq:-4316845615436935736,nq:5860639113441706536
train,Selective bandit,keep,5860639113441706536,when does the new episode of criminal minds air,1.0,1.0,1.0,0.0,1,9,1.5,when does the new episode of criminal minds air,nq:5860639113441706536 | nq:935418947813312284 | nq:7647339054759303922 | nq:5758694170037504500 | nq:7714886640662001831,nq:5860639113441706536
