dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,reader_score,reader_passage_id,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
hotpot,test,5a77aa8655429949eeb29f22,"What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford, Dorset?",Emilia Fox,Vanilla BM25,bm25_keep,lexical,"She was educated at Bryanston School in Blandford, Dorset.",0.5555555555555556,Emilia Fox,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Flashbacks of a Fool | Emilia Fox | Blandford United F.C. | John Pearce (handballer) | Bryanston,Emilia Fox | Flashbacks of a Fool,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Selective retrieval policy,bm25_keep,lexical,In 1976 energy policy analyst Amory Lovins coined the term soft energy path to describe an alternative future where energy efficiency and appropriate renewable energy sources steadily replace a centralized energy system based on fossil and nuclear fuels.,0.5,Soft energy path,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Soft energy path | Amory Lovins | Soft water path | Negawatt power | John M. Grunsfeld,Amory Lovins | Soft energy path,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Selective retrieval policy,bm25_keep,span,Amory Lovins,0.5,Soft energy path,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Soft energy path | Amory Lovins | Soft water path | Negawatt power | John M. Grunsfeld,Amory Lovins | Soft energy path,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Selective retrieval policy,bm25_keep,answer_type,Amory Lovins,0.5,Soft energy path,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Soft energy path | Amory Lovins | Soft water path | Negawatt power | John M. Grunsfeld,Amory Lovins | Soft energy path,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Vanilla BM25,bm25_keep,lexical,"He wrote a number of book-length polemical poems including ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"", which in 1988 became, according to Philip Hoare, ""the most powerful argument for the newly instigated worldwide ban on whaling."" Williams invented his idiosyncratic ""documentary/investigative poetry"" style which he put to good purpose bringing a diverse range of environmental and political matters to public attention.",0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | Henry Carey (writer) | Samuel Taylor Coleridge | Sonnet 154,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Vanilla BM25,bm25_keep,span,Philip Hoare,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | Henry Carey (writer) | Samuel Taylor Coleridge | Sonnet 154,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Vanilla BM25,bm25_keep,answer_type,1988,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | Henry Carey (writer) | Samuel Taylor Coleridge | Sonnet 154,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Train-best retrieval action,hybrid_keyword,lexical,"He wrote a number of book-length polemical poems including ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"", which in 1988 became, according to Philip Hoare, ""the most powerful argument for the newly instigated worldwide ban on whaling."" Williams invented his idiosyncratic ""documentary/investigative poetry"" style which he put to good purpose bringing a diverse range of environmental and political matters to public attention.",0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,0.5,0.6934264036172708,2.0,1.22,William Shakespeare | Heathcote Williams | The Tempest (1979 film) | Shakespeare bibliography | Henry Carey (writer),Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Train-best retrieval action,hybrid_keyword,span,Philip Hoare,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,0.5,0.6934264036172708,2.0,1.22,William Shakespeare | Heathcote Williams | The Tempest (1979 film) | Shakespeare bibliography | Henry Carey (writer),Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Train-best retrieval action,hybrid_keyword,answer_type,1988,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,0.5,0.6934264036172708,2.0,1.22,William Shakespeare | Heathcote Williams | The Tempest (1979 film) | Shakespeare bibliography | Henry Carey (writer),Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Selective retrieval policy,bm25_keyword,lexical,"He wrote a number of book-length polemical poems including ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"", which in 1988 became, according to Philip Hoare, ""the most powerful argument for the newly instigated worldwide ban on whaling."" Williams invented his idiosyncratic ""documentary/investigative poetry"" style which he put to good purpose bringing a diverse range of environmental and political matters to public attention.",0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | William Shakespeare | Henry Carey (writer) | Shakespeare bibliography,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Selective retrieval policy,bm25_keyword,span,Philip Hoare,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | William Shakespeare | Henry Carey (writer) | Shakespeare bibliography,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Selective retrieval policy,bm25_keyword,answer_type,1988,0.41379310344827586,Heathcote Williams,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | William Shakespeare | Henry Carey (writer) | Shakespeare bibliography,Heathcote Williams | The Tempest (1979 film),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Vanilla BM25,bm25_keep,lexical,petitioned the United States Supreme Court to stay the ruling during her appeal and allow her to see her children.,0.29411764705882354,V.L. v. E.L.,0.0,0.0,1.0,1.0,0.9197207891481876,1.0,1.5,"One, Inc. v. Olesen | V.L. v. E.L. | Erie Railroad Co. v. Tompkins | Same-sex marriage in the Sixth Circuit | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Vanilla BM25,bm25_keep,span,petitioned the United States Supreme Court to stay the ruling during her appeal and allow her to see her children.,0.29411764705882354,V.L. v. E.L.,0.0,0.0,1.0,1.0,0.9197207891481876,1.0,1.5,"One, Inc. v. Olesen | V.L. v. E.L. | Erie Railroad Co. v. Tompkins | Same-sex marriage in the Sixth Circuit | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Vanilla BM25,bm25_keep,answer_type,petitioned the United States Supreme Court to stay the ruling during her appeal and allow her to see her children.,0.29411764705882354,V.L. v. E.L.,0.0,0.0,1.0,1.0,0.9197207891481876,1.0,1.5,"One, Inc. v. Olesen | V.L. v. E.L. | Erie Railroad Co. v. Tompkins | Same-sex marriage in the Sixth Circuit | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Train-best retrieval action,hybrid_keyword,lexical,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,1.0,2.0,1.47,"One, Inc. v. Olesen | Erie Railroad Co. v. Tompkins | Criminal law in the Waite Court | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Train-best retrieval action,hybrid_keyword,span,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,1.0,2.0,1.47,"One, Inc. v. Olesen | Erie Railroad Co. v. Tompkins | Criminal law in the Waite Court | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Train-best retrieval action,hybrid_keyword,answer_type,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,1.0,2.0,1.47,"One, Inc. v. Olesen | Erie Railroad Co. v. Tompkins | Criminal law in the Waite Court | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Selective retrieval policy,dense_keep,lexical,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,"Erie Railroad Co. v. Tompkins | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York | Criminal law in the Waite Court | One, Inc. v. Olesen","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Selective retrieval policy,dense_keep,span,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,"Erie Railroad Co. v. Tompkins | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York | Criminal law in the Waite Court | One, Inc. v. Olesen","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Selective retrieval policy,dense_keep,answer_type,"487 (1941) , was a United States Supreme Court case in which the Court applied the choice-of-law principles of ""Erie Railroad v.",0.4117647058823529,Klaxon Co. v. Stentor Electric Manufacturing Co.,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,"Erie Railroad Co. v. Tompkins | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York | Criminal law in the Waite Court | One, Inc. v. Olesen","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Vanilla BM25,bm25_keep,lexical,Safety Dunce is an instrumental metal and hard rock solo album released by guitarist Jason Hook in 2007.,0.5,Safety Dunce,0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Safety Dunce | Mental Overdrive | Catch Me (I'm Falling) | The Safety Dance | Jedan od onih života...,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Vanilla BM25,bm25_keep,span,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Safety Dunce | Mental Overdrive | Catch Me (I'm Falling) | The Safety Dance | Jedan od onih života...,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Vanilla BM25,bm25_keep,answer_type,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Safety Dunce | Mental Overdrive | Catch Me (I'm Falling) | The Safety Dance | Jedan od onih života...,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Train-best retrieval action,hybrid_keyword,lexical,Safety Dunce is an instrumental metal and hard rock solo album released by guitarist Jason Hook in 2007.,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Train-best retrieval action,hybrid_keyword,span,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Train-best retrieval action,hybrid_keyword,answer_type,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Selective retrieval policy,hybrid_keyword,lexical,Safety Dunce is an instrumental metal and hard rock solo album released by guitarist Jason Hook in 2007.,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Selective retrieval policy,hybrid_keyword,span,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Selective retrieval policy,hybrid_keyword,answer_type,2007,0.5,Safety Dunce,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Vanilla BM25,bm25_keep,lexical,"In 2016, Scarlett appears as Kathy Selden in the 2016/2017 Australian production of ""Singin' in the Rain"" which opened at Her Majesty's Theatre, Melbourne.",0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Vanilla BM25,bm25_keep,span,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Vanilla BM25,bm25_keep,answer_type,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Train-best retrieval action,hybrid_keyword,lexical,"In 2016, Scarlett appears as Kathy Selden in the 2016/2017 Australian production of ""Singin' in the Rain"" which opened at Her Majesty's Theatre, Melbourne.",0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,Gretel Scarlett | 2016 Australian Production Car Series | Debbie Reynolds | Singin' in the Rain (musical) | Stephen Mahy,Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Train-best retrieval action,hybrid_keyword,span,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,Gretel Scarlett | 2016 Australian Production Car Series | Debbie Reynolds | Singin' in the Rain (musical) | Stephen Mahy,Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Train-best retrieval action,hybrid_keyword,answer_type,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,Gretel Scarlett | 2016 Australian Production Car Series | Debbie Reynolds | Singin' in the Rain (musical) | Stephen Mahy,Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Selective retrieval policy,bm25_keep,lexical,"In 2016, Scarlett appears as Kathy Selden in the 2016/2017 Australian production of ""Singin' in the Rain"" which opened at Her Majesty's Theatre, Melbourne.",0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Selective retrieval policy,bm25_keep,span,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Selective retrieval policy,bm25_keep,answer_type,Her Majesty's Theatre,0.6363636363636364,Gretel Scarlett,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Vanilla BM25,bm25_keep,lexical,"World for Ransom is a 1954 film noir drama film directed by Robert Aldrich, who was uncredited for his work.",0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,World for Ransom | John Kemeny (film producer) | Cameron Mackintosh | Paulo Thiago (director) | Robert Aldrich,Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Vanilla BM25,bm25_keep,span,Robert Aldrich,0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,World for Ransom | John Kemeny (film producer) | Cameron Mackintosh | Paulo Thiago (director) | Robert Aldrich,Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Vanilla BM25,bm25_keep,answer_type,Robert Aldrich,0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8503449055347546,1.0,1.5,World for Ransom | John Kemeny (film producer) | Cameron Mackintosh | Paulo Thiago (director) | Robert Aldrich,Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Train-best retrieval action,hybrid_keyword,lexical,"World for Ransom is a 1954 film noir drama film directed by Robert Aldrich, who was uncredited for his work.",0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,World for Ransom | Paulo Thiago (director) | Cameron Mackintosh | Robert Aldrich | John Kemeny (film producer),Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Train-best retrieval action,hybrid_keyword,span,Robert Aldrich,0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,World for Ransom | Paulo Thiago (director) | Cameron Mackintosh | Robert Aldrich | John Kemeny (film producer),Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Train-best retrieval action,hybrid_keyword,answer_type,Robert Aldrich,0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8772153153380493,2.0,1.47,World for Ransom | Paulo Thiago (director) | Cameron Mackintosh | Robert Aldrich | John Kemeny (film producer),Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Selective retrieval policy,dense_keep,lexical,"World for Ransom is a 1954 film noir drama film directed by Robert Aldrich, who was uncredited for his work.",0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,World for Ransom | John Kemeny (film producer) | Paulo Thiago (director) | Robert Aldrich | Arnljot Berg,Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Selective retrieval policy,dense_keep,span,Robert Aldrich,0.5714285714285714,World for Ransom,0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,World for Ransom | John Kemeny (film producer) | Paulo Thiago (director) | Robert Aldrich | Arnljot Berg,Robert Aldrich | World for Ransom,0,tiny_realdata_policy_reader_diagnostic
