split,method,qid,question,action_trace,recall_at_5,mrr,ndcg_at_5,reward,cost,retrieval_calls,top_docs,gold_docs
train,Vanilla BM25,5a7a567255429941d65f25bd,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,stop,1.0,1.0,1.0,1.5,0.0,1,Iqbal F. Qadir | Dwarka | NATO Ouvrage &quot;G&quot; | Mukachevo Radar Station | Radar Station (film),Dwarka | Iqbal F. Qadir
train,Vanilla BM25,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,stop,1.0,1.0,1.0,1.5,0.0,1,Hello Ross | Chelsea Handler | Chelsea Does | List of Chelsea episodes | Chelsea (TV series),Chelsea Handler | Hello Ross
train,Rewrite-all keyword,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,keyword_compress,1.0,1.0,0.9197207891481876,1.48,0.02,2,Hello Ross | Chelsea Does | Chelsea Handler | List of Chelsea episodes | Chelsea (TV series),Chelsea Handler | Hello Ross
train,Rewrite-all entity,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,entity_expand,1.0,1.0,1.0,1.46,0.04,2,Hello Ross | Chelsea Handler | Chelsea Does | The Chelsea Handler Show | List of Chelsea episodes,Chelsea Handler | Hello Ross
train,Train-best fixed trace,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,Hello Ross | Chelsea Does | Chelsea Handler | List of Chelsea episodes | Chelsea (TV series),Chelsea Handler | Hello Ross
train,Multi-step FQI,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,stop,1.0,1.0,1.0,1.5,0.0,1,Hello Ross | Chelsea Handler | Chelsea Does | List of Chelsea episodes | Chelsea (TV series),Chelsea Handler | Hello Ross
train,Oracle two-step,5adf734b5542995ec70e9016,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,stop,1.0,1.0,1.0,1.5,0.0,1,Hello Ross | Chelsea Handler | Chelsea Does | List of Chelsea episodes | Chelsea (TV series),Chelsea Handler | Hello Ross
train,Vanilla BM25,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",stop,1.0,1.0,1.0,1.5,0.0,1,"Benny Andersson | Money, Money, Money | That's Me | Arrival (ABBA album) | I Have a Dream (song)","Benny Andersson | Money, Money, Money"
train,Rewrite-all keyword,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",keyword_compress,1.0,1.0,1.0,1.48,0.02,2,"Benny Andersson | Money, Money, Money | That's Me | Arrival (ABBA album) | I Have a Dream (song)","Benny Andersson | Money, Money, Money"
train,Rewrite-all entity,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",entity_expand,1.0,1.0,1.0,1.48,0.02,2,"Benny Andersson | Money, Money, Money | I Have a Dream (song) | That's Me | Arrival (ABBA album)","Benny Andersson | Money, Money, Money"
train,Train-best fixed trace,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,"Benny Andersson | Money, Money, Money | That's Me | Arrival (ABBA album) | I Have a Dream (song)","Benny Andersson | Money, Money, Money"
train,Multi-step FQI,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",stop,1.0,1.0,1.0,1.5,0.0,1,"Benny Andersson | Money, Money, Money | That's Me | Arrival (ABBA album) | I Have a Dream (song)","Benny Andersson | Money, Money, Money"
train,Oracle two-step,5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",stop,1.0,1.0,1.0,1.5,0.0,1,"Benny Andersson | Money, Money, Money | That's Me | Arrival (ABBA album) | I Have a Dream (song)","Benny Andersson | Money, Money, Money"
train,Vanilla BM25,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,stop,1.0,1.0,1.0,1.5,0.0,1,Sacred Planet | Oz the Great and Powerful | Toys in the Attic (2009 film) | James Franco | The Marvelous Land of Oz,Oz the Great and Powerful | Sacred Planet
train,Rewrite-all keyword,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Sacred Planet | Oz the Great and Powerful | James Franco | The Marvelous Land of Oz | Compilation (The Clean album),Oz the Great and Powerful | Sacred Planet
train,Rewrite-all entity,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,entity_expand,1.0,1.0,0.9197207891481876,1.47,0.03,2,Sacred Planet | James Franco | Oz the Great and Powerful | The Marvelous Land of Oz | Compilation (The Clean album),Oz the Great and Powerful | Sacred Planet
train,Train-best fixed trace,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Sacred Planet | Oz the Great and Powerful | James Franco | The Marvelous Land of Oz | Compilation (The Clean album),Oz the Great and Powerful | Sacred Planet
train,Multi-step FQI,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,stop,1.0,1.0,1.0,1.5,0.0,1,Sacred Planet | Oz the Great and Powerful | Toys in the Attic (2009 film) | James Franco | The Marvelous Land of Oz,Oz the Great and Powerful | Sacred Planet
train,Oracle two-step,5ab8f7535542991b5579f0a7,Which film was released first: Sacred Planet or Oz the Great and Powerful?,stop,1.0,1.0,1.0,1.5,0.0,1,Sacred Planet | Oz the Great and Powerful | Toys in the Attic (2009 film) | James Franco | The Marvelous Land of Oz,Oz the Great and Powerful | Sacred Planet
train,Vanilla BM25,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,Mount Tehama | Mount Stimson | Mount Pinchot (Montana) | Mount Foraker | Mount Le Conte (Tennessee),Glacier National Park (U.S.) | Mount Stimson
train,Rewrite-all keyword,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,keyword_compress,0.5,0.5,0.38685280723454163,0.73,0.02,2,Mount Tehama | Mount Stimson | Mount Pinchot (Montana) | Mount Foraker | Mount Schurz,Glacier National Park (U.S.) | Mount Stimson
train,Rewrite-all entity,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,entity_expand,0.5,1.0,0.6131471927654584,0.97,0.03,2,Mount Stimson | Mount Pinchot (Montana) | Mount Tehama | Mount Foraker | Mount Schurz,Glacier National Park (U.S.) | Mount Stimson
train,Train-best fixed trace,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,keyword_compress -> stop,0.5,0.5,0.38685280723454163,0.73,0.02,2,Mount Tehama | Mount Stimson | Mount Pinchot (Montana) | Mount Foraker | Mount Schurz,Glacier National Park (U.S.) | Mount Stimson
train,Multi-step FQI,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,decompose -> stop,1.0,1.0,1.0,1.46,0.04,3,Mount Stimson | Glacier National Park (U.S.) | Mount Tehama | Mount Pinchot (Montana) | Mount Hubley (Alaska),Glacier National Park (U.S.) | Mount Stimson
train,Oracle two-step,5ab55455554299488d4d993b, Mount Stimson is the second highest peak in national park that encompasses how many acres?,decompose -> stop,1.0,1.0,1.0,1.46,0.04,3,Mount Stimson | Glacier National Park (U.S.) | Mount Tehama | Mount Pinchot (Montana) | Mount Hubley (Alaska),Glacier National Park (U.S.) | Mount Stimson
train,Vanilla BM25,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Adam Johnson (footballer) | List of Watford F.C. players | St Albans RFC | Darrius Johnson | Phil Stamp,Adam Johnson (footballer) | Leeds United F.C.
train,Rewrite-all keyword,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Adam Johnson (footballer) | 2007–08 Watford F.C. season | St Albans RFC | Phil Stamp | List of Watford F.C. players,Adam Johnson (footballer) | Leeds United F.C.
train,Rewrite-all entity,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",entity_expand,0.5,1.0,0.6131471927654584,0.97,0.03,2,Adam Johnson (footballer) | 2007–08 Watford F.C. season | St Albans RFC | Phil Stamp | Carl Johnson (soccer),Adam Johnson (footballer) | Leeds United F.C.
train,Train-best fixed trace,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Adam Johnson (footballer) | 2007–08 Watford F.C. season | St Albans RFC | Phil Stamp | List of Watford F.C. players,Adam Johnson (footballer) | Leeds United F.C.
train,Multi-step FQI,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",keyword_compress -> decompose,1.0,1.0,0.8772153153380493,1.44,0.06,4,Adam Johnson (footballer) | Phil Stamp | St Albans RFC | Leeds United F.C. | 2007–08 Watford F.C. season,Adam Johnson (footballer) | Leeds United F.C.
train,Oracle two-step,5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",keyword_compress -> decompose,1.0,1.0,0.8772153153380493,1.44,0.06,4,Adam Johnson (footballer) | Phil Stamp | St Albans RFC | Leeds United F.C. | 2007–08 Watford F.C. season,Adam Johnson (footballer) | Leeds United F.C.
train,Vanilla BM25,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",stop,1.0,1.0,0.8503449055347546,1.5,0.0,1,"The Bears and I | Vera Zvonareva | Eleonora Tennant | Belizean municipal elections, 1989–91 | The Wind in the Willows",The Bears and I | The Wind in the Willows
train,Rewrite-all keyword,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",keyword_compress,1.0,1.0,0.8772153153380493,1.48,0.02,2,The Bears and I | Vera Zvonareva | The Willows at Christmas | The Wind in the Willows | A Tale of Two Toads,The Bears and I | The Wind in the Willows
train,Rewrite-all entity,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",entity_expand,1.0,1.0,0.8772153153380493,1.47,0.03,2,The Bears and I | Vera Zvonareva | The Willows at Christmas | The Wind in the Willows | A Tale of Two Toads,The Bears and I | The Wind in the Willows
train,Train-best fixed trace,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",keyword_compress -> stop,1.0,1.0,0.8772153153380493,1.48,0.02,2,The Bears and I | Vera Zvonareva | The Willows at Christmas | The Wind in the Willows | A Tale of Two Toads,The Bears and I | The Wind in the Willows
train,Multi-step FQI,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",stop,1.0,1.0,0.8503449055347546,1.5,0.0,1,"The Bears and I | Vera Zvonareva | Eleonora Tennant | Belizean municipal elections, 1989–91 | The Wind in the Willows",The Bears and I | The Wind in the Willows
train,Oracle two-step,5a7c74a65542990527d554b0,"Which of the two came out first, The Wind in the Willows or The Bears and I?",stop,1.0,1.0,0.8503449055347546,1.5,0.0,1,"The Bears and I | Vera Zvonareva | Eleonora Tennant | Belizean municipal elections, 1989–91 | The Wind in the Willows",The Bears and I | The Wind in the Willows
train,Vanilla BM25,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Roy Lassiter | FIFA: Road to World Cup 98 | Lauren Gregg | United States men's national under-23 soccer team | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Rewrite-all keyword,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Roy Lassiter | FIFA: Road to World Cup 98 | United States men's national under-23 soccer team | Kazbek Tambi | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Rewrite-all entity,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",entity_expand,0.5,1.0,0.6131471927654584,0.965,0.035,2,Roy Lassiter | FIFA: Road to World Cup 98 | United States men's national under-23 soccer team | Kazbek Tambi | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Train-best fixed trace,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Roy Lassiter | FIFA: Road to World Cup 98 | United States men's national under-23 soccer team | Kazbek Tambi | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Multi-step FQI,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Roy Lassiter | FIFA: Road to World Cup 98 | Lauren Gregg | United States men's national under-23 soccer team | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Oracle two-step,5ae406f055429970de88d874,"What Cason, CA soccer team features the son of Roy Lassiter?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Roy Lassiter | FIFA: Road to World Cup 98 | Lauren Gregg | United States men's national under-23 soccer team | U.S. Women's National Team Players Association,LA Galaxy | Roy Lassiter
train,Vanilla BM25,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Vincas Kudirka | How Many Words | Tautiška giesmė | O Canada | Circumlocution,Tautiška giesmė | Vincas Kudirka
train,Rewrite-all keyword,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Vincas Kudirka | Tautiška giesmė | He Mele Lahui Hawaii | O Canada | List of historical national anthems,Tautiška giesmė | Vincas Kudirka
train,Rewrite-all entity,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,entity_expand,1.0,1.0,1.0,1.47,0.03,2,Vincas Kudirka | Tautiška giesmė | He Mele Lahui Hawaii | O Canada | List of historical national anthems,Tautiška giesmė | Vincas Kudirka
train,Train-best fixed trace,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Vincas Kudirka | Tautiška giesmė | He Mele Lahui Hawaii | O Canada | List of historical national anthems,Tautiška giesmė | Vincas Kudirka
train,Multi-step FQI,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Vincas Kudirka | How Many Words | Tautiška giesmė | O Canada | Circumlocution,Tautiška giesmė | Vincas Kudirka
train,Oracle two-step,5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Vincas Kudirka | How Many Words | Tautiška giesmė | O Canada | Circumlocution,Tautiška giesmė | Vincas Kudirka
train,Vanilla BM25,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Matt James (game designer) | Dąbrowski | Northwest Passage (book) | M-22 | Great British Garden Revival,ENnies | Matt James (game designer)
train,Rewrite-all keyword,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Matt James (game designer) | ENnies | Northwest Passage (book) | Taskasaplidis | Harvey (name),ENnies | Matt James (game designer)
train,Rewrite-all entity,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,entity_expand,1.0,1.0,1.0,1.47,0.03,2,Matt James (game designer) | ENnies | Northwest Passage (book) | Taskasaplidis | Harvey (name),ENnies | Matt James (game designer)
train,Train-best fixed trace,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Matt James (game designer) | ENnies | Northwest Passage (book) | Taskasaplidis | Harvey (name),ENnies | Matt James (game designer)
train,Multi-step FQI,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Matt James (game designer) | ENnies | Northwest Passage (book) | Taskasaplidis | Harvey (name),ENnies | Matt James (game designer)
train,Oracle two-step,5ac036b95542992a796deccd,From where was the award which has Matt James as a winner in 2012 has its name derived? ,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Matt James (game designer) | ENnies | Northwest Passage (book) | Taskasaplidis | Harvey (name),ENnies | Matt James (game designer)
train,Vanilla BM25,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Stephen Curry | Highest-paid NBA players by season | 50–40–90 club | 2016–17 Golden State Warriors season | 1995–96 Orlando Magic season,50–40–90 club | Stephen Curry
train,Rewrite-all keyword,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Stephen Curry | 50–40–90 club | Highest-paid NBA players by season | 2016–17 Golden State Warriors season | 2015–16 NBA season,50–40–90 club | Stephen Curry
train,Rewrite-all entity,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,entity_expand,1.0,1.0,0.9197207891481876,1.47,0.03,2,Stephen Curry | Highest-paid NBA players by season | 50–40–90 club | 2016–17 Golden State Warriors season | List of career achievements by Stephen Curry,50–40–90 club | Stephen Curry
train,Train-best fixed trace,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Stephen Curry | 50–40–90 club | Highest-paid NBA players by season | 2016–17 Golden State Warriors season | 2015–16 NBA season,50–40–90 club | Stephen Curry
train,Multi-step FQI,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Stephen Curry | Highest-paid NBA players by season | 50–40–90 club | 2016–17 Golden State Warriors season | 1995–96 Orlando Magic season,50–40–90 club | Stephen Curry
train,Oracle two-step,5ab4147a5542996a3a969f1e,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Stephen Curry | Highest-paid NBA players by season | 50–40–90 club | 2016–17 Golden State Warriors season | 1995–96 Orlando Magic season,50–40–90 club | Stephen Curry
train,Vanilla BM25,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Edward Fitzalan-Howard, 18th Duke of Norfolk | Duke of Norfolk | Georgina Fitzalan-Howard, Duchess of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Rewrite-all keyword,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",keyword_compress,1.0,1.0,1.0,1.48,0.02,2,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Edward Fitzalan-Howard, 18th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Georgina Fitzalan-Howard, Duchess of Norfolk | Bernard Fitzalan-Howard, 16th Duke of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Rewrite-all entity,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",entity_expand,1.0,1.0,0.9197207891481876,1.46,0.04,2,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Edward Fitzalan-Howard, 18th Duke of Norfolk | Bernard Fitzalan-Howard, 16th Duke of Norfolk | Georgina Fitzalan-Howard, Duchess of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Train-best fixed trace,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Edward Fitzalan-Howard, 18th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Georgina Fitzalan-Howard, Duchess of Norfolk | Bernard Fitzalan-Howard, 16th Duke of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Multi-step FQI,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Edward Fitzalan-Howard, 18th Duke of Norfolk | Duke of Norfolk | Georgina Fitzalan-Howard, Duchess of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Oracle two-step,5a8c8828554299653c1aa0ae,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer",stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,"Miles Fitzalan-Howard, 17th Duke of Norfolk | Gerald Grosvenor, 6th Duke of Westminster | Edward Fitzalan-Howard, 18th Duke of Norfolk | Duke of Norfolk | Georgina Fitzalan-Howard, Duchess of Norfolk","Edward Fitzalan-Howard, 18th Duke of Norfolk | Miles Fitzalan-Howard, 17th Duke of Norfolk"
train,Vanilla BM25,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,Sesame Street Presents Follow That Bird | Ken Kwapis | Seven Brothers (comics) | Big Miracle | John Bailey (cinematographer),John Woo | Ken Kwapis
train,Rewrite-all keyword,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,keyword_compress,0.5,0.5,0.38685280723454163,0.73,0.02,2,Sesame Street Presents Follow That Bird | Ken Kwapis | Seven Brothers (comics) | John Bailey (cinematographer) | Sexual Life,John Woo | Ken Kwapis
train,Rewrite-all entity,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,entity_expand,0.5,0.25,0.2640681225725909,0.585,0.04,2,Sesame Street Presents Follow That Bird | John Bailey (cinematographer) | Seven Brothers (comics) | Ken Kwapis | Big Miracle,John Woo | Ken Kwapis
train,Train-best fixed trace,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,keyword_compress -> stop,0.5,0.5,0.38685280723454163,0.73,0.02,2,Sesame Street Presents Follow That Bird | Ken Kwapis | Seven Brothers (comics) | John Bailey (cinematographer) | Sexual Life,John Woo | Ken Kwapis
train,Multi-step FQI,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,decompose -> stop,1.0,0.3333333333333333,0.5706417189553201,1.1266666666666667,0.04,3,Sesame Street Presents Follow That Bird | Seven Brothers (comics) | Ken Kwapis | John Woo | Big Miracle,John Woo | Ken Kwapis
train,Oracle two-step,5a823f61554299676cceb234,Where Ken Kwapis and John Woo both working on films in the 1980's?,decompose -> stop,1.0,0.3333333333333333,0.5706417189553201,1.1266666666666667,0.04,3,Sesame Street Presents Follow That Bird | Seven Brothers (comics) | Ken Kwapis | John Woo | Big Miracle,John Woo | Ken Kwapis
train,Vanilla BM25,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Personal Preference | Crab trap | Tantrix | Sex-positive movement | Jianbing,Personal Preference | Tantrix
train,Rewrite-all keyword,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Personal Preference | Tantrix | Crab trap | Sex-positive movement | Personal Taste,Personal Preference | Tantrix
train,Rewrite-all entity,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,entity_expand,1.0,1.0,1.0,1.465,0.035,2,Tantrix | Personal Preference | Crab trap | Personal Taste | Sex-positive movement,Personal Preference | Tantrix
train,Train-best fixed trace,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Personal Preference | Tantrix | Crab trap | Sex-positive movement | Personal Taste,Personal Preference | Tantrix
train,Multi-step FQI,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Personal Preference | Crab trap | Tantrix | Sex-positive movement | Jianbing,Personal Preference | Tantrix
train,Oracle two-step,5abed4d55542990832d3a0e0,Are Tantrix and Personal Preference both types of games?,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Personal Preference | Crab trap | Tantrix | Sex-positive movement | Jianbing,Personal Preference | Tantrix
train,Vanilla BM25,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,stop,1.0,1.0,1.0,1.5,0.0,1,George Bernard Shaw | Jean-Paul Sartre | Jean-Paul Sartre Experience | The Transcendence of the Ego | Saint Genet,George Bernard Shaw | Jean-Paul Sartre
train,Rewrite-all keyword,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,George Bernard Shaw | Jean-Paul Sartre | The Transcendence of the Ego | Jean-Paul Sartre Experience EP | Jean-Paul Sartre Experience,George Bernard Shaw | Jean-Paul Sartre
train,Rewrite-all entity,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,entity_expand,1.0,1.0,1.0,1.455,0.045,2,George Bernard Shaw | Jean-Paul Sartre | Jean-Paul Sartre Experience EP | Jean-Paul Sartre Experience | LÉ George Bernard Shaw (P64),George Bernard Shaw | Jean-Paul Sartre
train,Train-best fixed trace,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,George Bernard Shaw | Jean-Paul Sartre | The Transcendence of the Ego | Jean-Paul Sartre Experience EP | Jean-Paul Sartre Experience,George Bernard Shaw | Jean-Paul Sartre
train,Multi-step FQI,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,stop,1.0,1.0,1.0,1.5,0.0,1,George Bernard Shaw | Jean-Paul Sartre | Jean-Paul Sartre Experience | The Transcendence of the Ego | Saint Genet,George Bernard Shaw | Jean-Paul Sartre
