dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
nq,test,6302295099297652599,does microsoft surface pro 4 come with keyboard,no,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6302295099297652599 | nq:-927966355158112429 | nq:-5548201381317088445 | nq:-3366153456070660329 | nq:-1714964231516223669,nq:6302295099297652599,0,api_pilot_policy_routed_gemini_reader
nq,test,6302295099297652599,does microsoft surface pro 4 come with keyboard,no,Train-best retrieval action,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6302295099297652599 | nq:-1714964231516223669 | nq:6059963286717890517 | nq:-360833956386934695 | nq:908345273639329593,nq:6302295099297652599,0,api_pilot_policy_routed_gemini_reader
nq,test,6302295099297652599,does microsoft surface pro 4 come with keyboard,no,Selective retrieval policy,bm25_keyword,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6302295099297652599 | nq:-927966355158112429 | nq:-1714964231516223669 | nq:-5548201381317088445 | nq:-3366153456070660329,nq:6302295099297652599,0,api_pilot_policy_routed_gemini_reader
nq,test,5195577413672736740,where can you find dna in the body,inside the cell nucleus,Vanilla BM25,bm25_keep,gemini,all known living organisms,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5195577413672736740 | nq:5159918970157275699 | nq:935418947813312284 | nq:512270438779129035 | nq:-7792939356078893716,nq:5195577413672736740,0,api_pilot_policy_routed_gemini_reader
nq,test,5195577413672736740,where can you find dna in the body,inside the cell nucleus,Train-best retrieval action,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5195577413672736740 | nq:-6076914609231121943 | nq:4479358397781065399 | nq:-5475012399181300014 | nq:-1546147308403024577,nq:5195577413672736740,0,api_pilot_policy_routed_gemini_reader
nq,test,5195577413672736740,where can you find dna in the body,inside the cell nucleus,Selective retrieval policy,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:5195577413672736740 | nq:-6076914609231121943 | nq:4479358397781065399 | nq:-5475012399181300014 | nq:-1546147308403024577,nq:5195577413672736740,0,api_pilot_policy_routed_gemini_reader
nq,test,6420343736563383990,who plays stevie the bookie in still game,,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6420343736563383990 | nq:-8837653404749291736 | nq:1309043403861541992 | nq:6744944952490783026 | nq:-5765931546365345480,nq:6420343736563383990,0,api_pilot_policy_routed_gemini_reader
nq,test,6420343736563383990,who plays stevie the bookie in still game,,Train-best retrieval action,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6420343736563383990 | nq:-8837653404749291736 | nq:-5765931546365345480 | nq:6744944952490783026 | nq:6219610777925981250,nq:6420343736563383990,0,api_pilot_policy_routed_gemini_reader
nq,test,6420343736563383990,who plays stevie the bookie in still game,,Selective retrieval policy,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:6420343736563383990 | nq:-8837653404749291736 | nq:-5765931546365345480 | nq:6744944952490783026 | nq:6219610777925981250,nq:6420343736563383990,0,api_pilot_policy_routed_gemini_reader
nq,test,-5914767243767799083,where can you shoot a gun in delaware,,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-5914767243767799083 | nq:-8981077850770231447 | nq:1345582187538309806 | nq:982203609098316932 | nq:-8903988813834373430,nq:-5914767243767799083,0,api_pilot_policy_routed_gemini_reader
nq,test,-5914767243767799083,where can you shoot a gun in delaware,,Train-best retrieval action,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-5914767243767799083 | nq:-3875958317236683310 | nq:-1591045039186403819 | nq:818002923934435137 | nq:1645082526444833311,nq:-5914767243767799083,0,api_pilot_policy_routed_gemini_reader
nq,test,-5914767243767799083,where can you shoot a gun in delaware,,Selective retrieval policy,bm25_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-5914767243767799083 | nq:-8981077850770231447 | nq:1345582187538309806 | nq:982203609098316932 | nq:-8903988813834373430,nq:-5914767243767799083,0,api_pilot_policy_routed_gemini_reader
nq,test,4390525747986386908,who plays the voice of johnny in sing,Taron Egerton,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:4390525747986386908 | nq:7621889567969940898 | nq:4484181007703059448 | nq:2943048018320429657 | nq:3421591493369976475,nq:4390525747986386908,0,api_pilot_policy_routed_gemini_reader
nq,test,4390525747986386908,who plays the voice of johnny in sing,Taron Egerton,Train-best retrieval action,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:4390525747986386908 | nq:5855711681130036664 | nq:6766518966445775953 | nq:-3821358994539922203 | nq:-7008368888638493698,nq:4390525747986386908,0,api_pilot_policy_routed_gemini_reader
nq,test,4390525747986386908,who plays the voice of johnny in sing,Taron Egerton,Selective retrieval policy,dense_keep,gemini,unknown,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:4390525747986386908 | nq:5855711681130036664 | nq:6766518966445775953 | nq:-3821358994539922203 | nq:-7008368888638493698,nq:4390525747986386908,0,api_pilot_policy_routed_gemini_reader
nq,test,-4924466281718552784,what are the different types of diet plans,,Vanilla BM25,bm25_keep,gemini,"Vegetarian diets, Semi-vegetarian diets, Weight control diets, Low-calorie diets, Very low calorie diets, Low-carbohydrate diets, Low-fat diets, Crash diets, and Detox diets.",0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-4924466281718552784 | nq:5684766297191349827 | nq:818002923934435137 | nq:7199935063232716100 | nq:6355352627831482364,nq:-4924466281718552784,0,api_pilot_policy_routed_gemini_reader
nq,test,-4924466281718552784,what are the different types of diet plans,,Train-best retrieval action,dense_keep,gemini,"Vegetarian diets, Semi-vegetarian diets, Weight control diets, Low-calorie diets, Very low calorie diets, Low-carbohydrate diets, Low-fat diets, Crash diets, and Detox diets.",0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-4924466281718552784 | nq:9206631954896801929 | nq:7029908801940506034 | nq:3929376598998928646 | nq:-836623887470609373,nq:-4924466281718552784,0,api_pilot_policy_routed_gemini_reader
nq,test,-4924466281718552784,what are the different types of diet plans,,Selective retrieval policy,dense_keyword,gemini,"Vegetarian diets, weight control diets (including low-calorie, low-carbohydrate, and low-fat), crash diets, and detox diets.",0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-4924466281718552784 | nq:3929376598998928646 | nq:7029908801940506034 | nq:9206631954896801929 | nq:2051617393389245304,nq:-4924466281718552784,0,api_pilot_policy_routed_gemini_reader
